experiment,sentence,response,response_round,subtype,type,lexicalization
Manina_2022,Осенью я с Женей решил проблемы фирмы.,5.05,5.0,coordination,stimul,16.0
Manina_2022,Завтра он с Лизой измеряет скорость чтения.,3.272727272727273,3.0,coordination,stimul,14.0
Manina_2022,Сегодня я и Костя выдержали первое испытание.,5.333333333333333,5.0,coordination,stimul,23.0
Manina_2022,Летом они с Настей делают холодные коктейли.,4.733333333333333,5.0,coordination,stimul,23.0
Manina_2022,Тогда вы с Катей возглавили предвыборный штаб.,5.377777777777778,5.0,good ,filler,25.0
Manina_2022,Обычно ты и Соня осознаёте возможные риски.,4.875,5.0,coordination,stimul,15.0
Manina_2022,Ночью я и Ваня распечатали материалы лекций.,5.65,6.0,coordination,stimul,13.0
Manina_2022,Вчера я и Лёва изучили возможные риски.,5.142857142857143,5.0,coordination,stimul,19.0
Manina_2022,Вчера я с Лёвой изучил возможные риски.,5.4,5.0,coordination,stimul,19.0
Manina_2022,Теперь я с Юлей пишу детскую книжку.,5.714285714285714,6.0,coordination,stimul,11.0
Manina_2022,Сегодня он и Паша выиграли конкурс чтецов.,5.5,6.0,coordination,stimul,22.0
Manina_2022,Сегодня он с Пашей выиграли конкурс чтецов.,3.466666666666667,3.0,coordination,stimul,22.0
Manina_2022,Ночью ты и Миша нарисовали эскизы костюмов.,5.1,5.0,coordination,stimul,11.0
Manina_2022,Утром я с Сашей прочитал рассказ Брэдбери.,4.875,5.0,coordination,stimul,9.0
Manina_2022,Теперь вы с Полине доказываете теорему Гёделя.,1.5833333333333333,2.0,bad,filler,28.0
Manina_2022,Потом ты с Никитой разобрал пыльные антресоли.,4.5,4.0,coordination,stimul,12.0
Manina_2022,Завтра вы с ней снимаете рекламный ролик.,5.158536585365853,5.0,good,filler,28.0
Manina_2022,Часто ты и Лена посещаете Дворец Творчества.,3.625,4.0,coordination,stimul,25.0
Manina_2022,Осенью он с Лёшей засушили кленовые листья.,3.6,4.0,coordination,stimul,8.0
Manina_2022,Утром ты с Сашей прочитали рассказ Брэдбери.,2.2,2.0,coordination,stimul,9.0
Manina_2022,Вечером он с Димой вспомнил рассказ дедушки.,4.2,4.0,coordination,stimul,15.0
Manina_2022,Вчера ты с Борей исполнили вариации Баха.,2.4545454545454546,2.0,coordination,stimul,1.0
Manina_2022,Тогда я и Федя поняли теорему Гёделя.,5.888888888888889,6.0,coordination,stimul,17.0
Manina_2022,Скоро он с Серёжей получает первую зарплату.,2.333333333333333,2.0,coordination,stimul,17.0
Manina_2022,Завтра он и Лиза измеряют скорость чтения.,4.25,4.0,coordination,stimul,14.0
Manina_2022,Сейчас я и Дима снимаем скромную квартиру.,4.714285714285714,5.0,coordination,stimul,12.0
Manina_2022,Тогда ты с Колей разбили дорогой сервиз.,3.333333333333333,3.0,coordination,stimul,14.0
Manina_2022,Вечером он с Димой вспомнили рассказ дедушки.,4.1,4.0,coordination,stimul,15.0
Manina_2022,Зимой они с Сашей пропивают курс витаминов.,5.666666666666667,6.0,coordination,stimul,4.0
Manina_2022,Вечером ты с Лёней зажёг ароматические свечи.,4.8,5.0,coordination,stimul,10.0
Manina_2022,Осенью он с Костей засушивает кленовые листья.,6.166666666666667,6.0,coordination,stimul,10.0
Manina_2022,Вечером я со Стёпой слушаю иностранные песни.,5.428571428571429,5.0,coordination,stimul,18.0
Manina_2022,Ночью я с Мишей нарисовали эскизы костюмов.,3.9,4.0,coordination,stimul,11.0
Manina_2022,Летом вы с ним чините автомобиль папы.,4.857142857142857,5.0,good,filler,28.0
Manina_2022,Потом он и Вова обнаружил ошибку учёного.,3.533333333333333,4.0,coordination,stimul,21.0
Manina_2022,Зимой вы с ней уволили работников столовой.,5.097014925373134,5.0,good ,filler,25.0
Manina_2022,Весной он и Ксюша планируют предстоящий отпуск.,4.846153846153846,5.0,coordination,stimul,20.0
Manina_2022,Вечером он и Дима вспомнил рассказ дедушки.,3.5,4.0,coordination,stimul,15.0
Manina_2022,Вечером Глеб и Ксюша включает старые пластинки.,2.8313253012048194,3.0,bad,filler,28.0
Manina_2022,Зимой они со Светой читают рассказы Брэдбери.,6.333333333333333,6.0,coordination,stimul,21.0
Manina_2022,Завтра ты и Боря исполняете вариации Баха.,4.636363636363637,5.0,coordination,stimul,1.0
Manina_2022,Ночью я и Миша нарисовали эскизы костюмов.,5.8,6.0,coordination,stimul,11.0
Manina_2022,Теперь он с Димой изучает законы Ньютона.,5.454545454545454,5.0,coordination,stimul,6.0
Manina_2022,Тогда ты с Максом станцевали финское танго.,4.785714285714286,5.0,coordination,stimul,2.0
Manina_2022,Ночью ты и Витя придумал маленький сюрприз.,3.1,3.0,coordination,stimul,7.0
Manina_2022,Утром ты и Саша прочитал рассказ Брэдбери.,2.2222222222222223,2.0,coordination,stimul,9.0
Manina_2022,Вчера он с Лёвой изучили возможные риски.,4.368421052631579,4.0,coordination,stimul,19.0
Manina_2022,Вечером они с Петей отправляют очередное письмо.,4.8,5.0,coordination,stimul,3.0
Manina_2022,Ночью я с Витей придумали маленький сюрприз.,2.571428571428572,3.0,coordination,stimul,7.0
Manina_2022,Тогда я с Колей разбили дорогой сервиз.,3.555555555555556,4.0,coordination,stimul,14.0
Manina_2022,Потом я и Вова обнаружил ошибку учёного.,3.6,4.0,coordination,stimul,21.0
Manina_2022,Утром вы с Рома расчистили снежные завалы.,2.014705882352941,2.0,bad,filler,25.0
Manina_2022,Зимой я со Светой читаю рассказы Брэдбери.,5.333333333333333,5.0,coordination,stimul,21.0
Manina_2022,Теперь вы с Димой изучаете законы Ньютона.,5.571428571428571,6.0,coordination,stimul,6.0
Manina_2022,Утром он и Саша прочитал рассказ Брэдбери.,3.4,3.0,coordination,stimul,9.0
Manina_2022,Вечером он и Петя отправляют очередное письмо.,4.142857142857143,4.0,coordination,stimul,3.0
Manina_2022,Утром ты с Тёмой сделал холодные коктейли.,4.727272727272728,5.0,coordination,stimul,20.0
Manina_2022,Утром он и Даня продумал план занятий.,2.8666666666666667,3.0,coordination,stimul,4.0
Manina_2022,Ночью мы с Ксюше сочинили гениальные стихи.,2.286764705882353,2.0,bad,filler,25.0
Manina_2022,Сегодня ты и Даша празднуете рождение дочери.,4.142857142857143,4.0,coordination,stimul,24.0
Manina_2022,Осенью он с Женей решили проблемы фирмы.,5.1,5.0,coordination,stimul,16.0
Manina_2022,Потом я с Вовой обнаружили ошибку учёного.,2.857142857142857,3.0,coordination,stimul,21.0
Manina_2022,Сегодня ты и Паша выиграли конкурс чтецов.,5.1,5.0,coordination,stimul,22.0
Manina_2022,Обычно он с Соней осознаёт возможные риски.,4.583333333333333,5.0,coordination,stimul,15.0
Manina_2022,Ночью он с Мишей нарисовал эскизы костюмов.,5.333333333333333,5.0,coordination,stimul,11.0
Manina_2022,Весной вы с ним продаёте акции Сбербанка.,4.481481481481482,4.0,good,filler,28.0
Manina_2022,Обычно они с Соней осознают возможные риски.,5.666666666666667,6.0,coordination,stimul,15.0
Manina_2022,Утром я и Тёма сделали холодные коктейли.,5.8,6.0,coordination,stimul,20.0
Manina_2022,Утром он с Сашей обсуждают планы занятий.,4.0,4.0,coordination,stimul,9.0
Manina_2022,Сейчас он с Викой готовит маленький сюрприз.,4.636363636363637,5.0,coordination,stimul,7.0
Manina_2022,Вчера ты и Боря исполнил вариации Баха.,2.8,3.0,coordination,stimul,1.0
Manina_2022,Ночью ты с Ваней распечатали материалы лекций.,3.1818181818181817,3.0,coordination,stimul,13.0
Manina_2022,Скоро мы с тобой увольняем половину работников.,3.903614457831325,4.0,good,filler,28.0
Manina_2022,Утром ты и Тёма сделали холодные коктейли.,4.5,4.0,coordination,stimul,20.0
Manina_2022,Часто вы с Ваней нарушаете приказы начальства.,5.857142857142857,6.0,coordination,stimul,16.0
Manina_2022,Ночью он с Ваней распечатал материалы лекций.,4.375,4.0,coordination,stimul,13.0
Manina_2022,Потом я с Никитой разобрал пыльные антресоли.,5.909090909090909,6.0,coordination,stimul,12.0
Manina_2022,Зимой ты и Саша пропиваете курс витаминов.,3.615384615384616,4.0,coordination,stimul,4.0
Manina_2022,Вчера они с Ариной подсчитали калорийность блюд.,5.75,6.0,good ,filler,25.0
Manina_2022,Осенью ты и Женя разбираете пыльные антресоли.,4.0,4.0,coordination,stimul,22.0
Manina_2022,Ночью он с Витей придумал маленький сюрприз.,4.888888888888889,5.0,coordination,stimul,7.0
Manina_2022,Вечером ты и Стёпа слушаете иностранные песни.,4.5,4.0,coordination,stimul,18.0
Manina_2022,Сегодня я и Вася получил первую зарплату.,3.4444444444444446,3.0,coordination,stimul,18.0
Manina_2022,Тогда ты с Максом станцевал финское танго.,3.3,3.0,coordination,stimul,2.0
Manina_2022,Вечером он с Петей отправил очередное письмо.,4.619047619047619,5.0,coordination,stimul,3.0
Manina_2022,Вечером вы со Стёпой слушаете иностранные песни.,5.375,5.0,coordination,stimul,18.0
Manina_2022,Сегодня я с Костей выдержал первое испытание.,4.2,4.0,coordination,stimul,23.0
Manina_2022,Осенью вы с Женей разбираете пыльные антресоли.,5.454545454545454,5.0,coordination,stimul,22.0
Manina_2022,Потом он и Вова обнаружили ошибку учёного.,5.444444444444445,5.0,coordination,stimul,21.0
Manina_2022,Летом ты с Дианой проверяешь состояние водоёмов.,3.875,4.0,coordination,stimul,13.0
Manina_2022,Завтра он и Никита заполняют бумаги дедушки.,4.3,4.0,coordination,stimul,27.0
Manina_2022,Вечером Алла и Гоша зажигаем ароматические свечи.,1.987951807228916,2.0,bad,filler,28.0
Manina_2022,Утром он и Даня решают задачи менеджмента.,4.333333333333333,4.0,coordination,stimul,19.0
Manina_2022,Ночью ты с Мишей нарисовали эскизы костюмов.,3.75,4.0,coordination,stimul,11.0
Manina_2022,Тогда он с Колей разбил дорогой сервиз.,4.0,4.0,coordination,stimul,14.0
Manina_2022,Сегодня он с Васей получили первую зарплату.,3.2222222222222223,3.0,coordination,stimul,18.0
Manina_2022,Осенью они с Жанны начинают сбор макулатуры.,1.6666666666666667,2.0,bad,filler,28.0
Manina_2022,Сегодня я с Костей выдержали первое испытание.,5.0,5.0,coordination,stimul,23.0
Manina_2022,Сегодня ты и Вася получили первую зарплату.,4.9,5.0,coordination,stimul,18.0
Manina_2022,Тогда ты и Федя понял теорему Гёделя.,2.7,3.0,coordination,stimul,17.0
Manina_2022,Завтра они с Борей исполняют вариации Баха.,5.8,6.0,coordination,stimul,1.0
Manina_2022,Вечером ты с Димой вспомнил рассказ дедушки.,3.8,4.0,coordination,stimul,15.0
Manina_2022,Теперь они с Димой изучают законы Ньютона.,5.666666666666667,6.0,coordination,stimul,6.0
Manina_2022,Завтра и я Боря исполняем вариации Баха.,3.375,3.0,coordination,stimul,1.0
Manina_2022,Часто он с Катей танцует финское танго.,6.0,6.0,coordination,stimul,2.0
Manina_2022,Утром вы с Даней решаете задачи менеджмента.,5.8,6.0,coordination,stimul,19.0
Manina_2022,Вечером ты с Лёней зажгли ароматические свечи.,3.4444444444444446,3.0,coordination,stimul,10.0
Manina_2022,Весной он с Ксюшей планирует предстоящий отпуск.,5.125,5.0,coordination,stimul,20.0
Manina_2022,Зимой вы с Диане кормите городских птиц.,1.4285714285714286,1.0,bad,filler,28.0
Manina_2022,Вечером он и Петя отправили очередное письмо.,4.133333333333334,4.0,coordination,stimul,3.0
Manina_2022,Тогда он с Федей понял теорему Гёделя.,4.1,4.0,coordination,stimul,17.0
Manina_2022,Сегодня он с Дашей празднуют рождение дочери.,3.6666666666666665,4.0,coordination,stimul,24.0
Manina_2022,Летом вы с ними починили автомобиль папы.,4.837037037037037,5.0,good ,filler,25.0
Manina_2022,Ночью он с Витей придумали маленький сюрприз.,3.2,3.0,coordination,stimul,7.0
Manina_2022,Вечером они с Тасей посмотрели биржевым котировки.,2.72992700729927,3.0,bad,filler,25.0
Manina_2022,Потом он с Серёжей купили новую одежду.,4.333333333333333,4.0,coordination,stimul,6.0
Manina_2022,Осенью ты и Костя засушиваете кленовые листья.,4.416666666666667,4.0,coordination,stimul,10.0
Manina_2022,Обычно он и Люся находят верное решение.,5.909090909090909,6.0,coordination,stimul,8.0
Manina_2022,Теперь вы с Лёней осознали смыслом сказанного.,2.607407407407408,3.0,bad,filler,25.0
Manina_2022,Скоро я с Серёжей получаю первую зарплату.,4.333333333333333,4.0,coordination,stimul,17.0
Manina_2022,Часто я с Ваней нарушаю приказы начальства.,5.454545454545454,5.0,coordination,stimul,16.0
Manina_2022,Осенью мы с Геру покинули родительский дом.,4.2444444444444445,4.0,bad,filler,25.0
Manina_2022,Летом ты с Настей делаешь холодные коктейли.,3.375,3.0,coordination,stimul,23.0
Manina_2022,Зимой мы с Лёвой составили рационам питания.,2.0955882352941178,2.0,bad,filler,25.0
Manina_2022,Сегодня ты с Костей выдержал первое испытание.,4.555555555555555,5.0,coordination,stimul,23.0
Manina_2022,Теперь ты с Юлей пишешь детскую книжку.,5.5,6.0,coordination,stimul,11.0
Manina_2022,Вчера ты и Стёпа обсудили предстоящий отпуск.,5.5,6.0,coordination,stimul,5.0
Manina_2022,Сегодня они с Юля презентуют очередной проект.,2.6904761904761907,3.0,bad,filler,28.0
Manina_2022,Весной вы с Ксюшей планируете предстоящий отпуск.,3.75,4.0,coordination,stimul,20.0
Manina_2022,Утром я и Даня решаем задачи менеджмента.,5.545454545454546,6.0,coordination,stimul,19.0
Manina_2022,Вечером я с Лёней зажгли ароматические свечи.,5.4,5.0,coordination,stimul,10.0
Manina_2022,Летом я с Настей делаю холодные коктейли.,5.2,5.0,coordination,stimul,23.0
Manina_2022,Вечером мы со Стёпой слушаем иностранные песни.,5.833333333333333,6.0,coordination,stimul,18.0
Manina_2022,Тогда я и Макс станцевал финское танго.,3.0526315789473686,3.0,coordination,stimul,2.0
Manina_2022,Сейчас мы с Димой снимаем скромную квартиру.,6.75,7.0,coordination,stimul,12.0
Manina_2022,Скоро я и Серёжа получаем первую зарплату.,4.0,4.0,coordination,stimul,17.0
Manina_2022,Сегодня мы с Дашей празднуем рождение дочери.,6.285714285714286,6.0,coordination,stimul,24.0
Manina_2022,Вчера он и Стёпа обсудили предстоящий отпуск.,4.85,5.0,coordination,stimul,5.0
Manina_2022,Потом ты и Вова обнаружил ошибку учёного.,1.75,2.0,coordination,stimul,21.0
Manina_2022,Потом ты с Вовой обнаружил ошибку учёного.,3.8,4.0,coordination,stimul,21.0
Manina_2022,Ночью я с Мишей нарисовал эскизы костюмов.,4.8,5.0,coordination,stimul,11.0
Manina_2022,Весной он и Таня покупают новую одежду.,6.166666666666667,6.0,coordination,stimul,5.0
Manina_2022,Осенью я и Юра посетили Дворец Творчества.,6.222222222222222,6.0,coordination,stimul,24.0
Manina_2022,Сегодня они с Максимом рисуют эскизы костюмов.,6.666666666666667,7.0,coordination,stimul,26.0
Manina_2022,Осенью он и Женя решил проблемы фирмы.,3.2666666666666666,3.0,coordination,stimul,16.0
Manina_2022,Зимой он и Света читают рассказы Брэдбери.,4.0,4.0,coordination,stimul,21.0
Manina_2022,Часто я и Ваня нарушаем приказы начальства.,6.142857142857143,6.0,coordination,stimul,16.0
Manina_2022,Тогда он и Коля разбили дорогой сервиз.,4.7,5.0,coordination,stimul,14.0
Manina_2022,Часто они с Ваней нарушают приказы начальства.,6.333333333333333,6.0,coordination,stimul,16.0
Manina_2022,Тогда ты с Федей понял теорему Гёделя.,3.571428571428572,4.0,coordination,stimul,17.0
Manina_2022,Обычно Рома и Матвей чистите снежные завалы.,1.75,2.0,bad,filler,28.0
Manina_2022,Утром я и Саша прочитали рассказ Брэдбери.,5.909090909090909,6.0,coordination,stimul,9.0
Manina_2022,Утром я и Даня продумали план занятий.,6.066666666666666,6.0,coordination,stimul,4.0
Manina_2022,Летом мы с Настей делаем холодные коктейли.,5.666666666666667,6.0,coordination,stimul,23.0
Manina_2022,Теперь ты с Димой изучаешь законы Ньютона.,4.75,5.0,coordination,stimul,6.0
Manina_2022,Тогда я и Федя понял теорему Гёделя.,3.0,3.0,coordination,stimul,17.0
Manina_2022,Вечером ты и Петя отправил очередное письмо.,3.5,4.0,coordination,stimul,3.0
Manina_2022,Теперь ты и Юля пишете детскую книжку.,3.7142857142857135,4.0,coordination,stimul,11.0
Manina_2022,Утром ты с Тёмой сделали холодные коктейли.,4.0,4.0,coordination,stimul,20.0
Manina_2022,Обычно он и Соня осознают возможные риски.,5.1,5.0,coordination,stimul,15.0
Manina_2022,Весной ты с Ксюшей планируешь предстоящий отпуск.,5.166666666666667,5.0,coordination,stimul,20.0
Manina_2022,Осенью я и Лёша засушили кленовые листья.,6.0,6.0,coordination,stimul,8.0
Manina_2022,Теперь вы с Дашей почувствовали угрызению совести.,2.963235294117647,3.0,bad,filler,25.0
Manina_2022,Зимой вы со Светой читаете рассказы Брэдбери.,5.0,5.0,coordination,stimul,21.0
Manina_2022,Осенью он и Лёша засушил кленовые листья.,3.4545454545454546,3.0,coordination,stimul,8.0
Manina_2022,Летом он и Диана проверяют состояние водоёмов.,5.833333333333333,6.0,coordination,stimul,13.0
Manina_2022,Сегодня они с Витя встретили известного музыканта.,2.145985401459854,2.0,bad,filler,25.0
Manina_2022,Сегодня я и Паша выиграли конкурс чтецов.,5.6,6.0,coordination,stimul,22.0
Manina_2022,Тогда он с Максом станцевал финское танго.,5.0,5.0,coordination,stimul,2.0
Manina_2022,Потом ты и Серёжа купил новую одежду.,2.909090909090909,3.0,coordination,stimul,6.0
Manina_2022,Осенью я и Женя разбираем пыльные антресоли.,5.461538461538462,5.0,coordination,stimul,22.0
Manina_2022,Завтра мы с Лизой измеряем скорость чтения.,5.416666666666667,5.0,coordination,stimul,14.0
Manina_2022,Вчера они с Ксюшей устроили домашний спа-салон.,5.636363636363637,6.0,good ,filler,25.0
Manina_2022,Сегодня он и Костя выдержал первое испытание.,3.75,4.0,coordination,stimul,23.0
Manina_2022,Вчера он и Боря исполнили вариации Баха.,4.545454545454546,5.0,coordination,stimul,1.0
Manina_2022,Теперь Лера и Ника благодарят родителям.,2.1785714285714284,2.0,bad,filler,28.0
Manina_2022,Потом он и Серёжа купил новую одежду.,3.55,4.0,coordination,stimul,6.0
Manina_2022,Ночью он с Ваней распечатали материалы лекций.,3.625,4.0,coordination,stimul,13.0
Manina_2022,Теперь мы с Юлей пишем детскую книжку.,6.1,6.0,coordination,stimul,11.0
Manina_2022,Вчера я с Лёвой изучили возможные риски.,4.0,4.0,coordination,stimul,19.0
Manina_2022,Весной ты и Таня покупаете новую одежду.,4.428571428571429,4.0,coordination,stimul,5.0
Manina_2022,Вечером я и Дима вспомнили рассказ дедушки.,5.0,5.0,coordination,stimul,15.0
Manina_2022,Вчера ты с Борей исполнил вариации Баха.,4.9,5.0,coordination,stimul,1.0
Manina_2022,Осенью мы с Женей разбираем пыльные антресоли.,6.0,6.0,coordination,stimul,22.0
Manina_2022,Сейчас ты и Вика готовите маленький сюрприз.,4.75,5.0,coordination,stimul,7.0
Manina_2022,Вчера ты и Лёва изучил возможные риски.,2.9,3.0,coordination,stimul,19.0
Orlov_2023,"В большом сундуке, помещенном в кладовку, находились два покрывала.",5.769230769230769,6.0,quantitative_nouns,stimul,28.0
Orlov_2023,"Четыре журнала лежали на зеленой скамейке, стоящей у подъезда.",6.333333333333333,6.0,quantitative_nouns,stimul,23.0
Orlov_2023,"На дубовом шкафу, расположенном у камина, стояло два стакана.",6.214285714285714,6.0,quantitative_nouns,stimul,1.0
Orlov_2023,"Три дуба росло на дачном участке, выходящем к реке.",5.714285714285714,6.0,quantitative_nouns,stimul,21.0
Orlov_2023,"Два кольца лежали в маленьком пенале, валявшемся в портфеле.",5.166666666666667,5.0,quantitative_nouns,stimul,19.0
Orlov_2023,"Три танкера приплыли к восточному порту, расположенному в пригороде.",5.75,6.0,quantitative_nouns,stimul,12.0
Orlov_2023,"Четыре машины ехало по скоростной дороге,  проходящей через мегаполис.",5.214285714285714,5.0,quantitative_nouns,stimul,5.0
Orlov_2023,"На узкую тропу, проходящую через лес, упали три березы.",6.153846153846154,6.0,quantitative_nouns,stimul,15.0
Orlov_2023,"В маленьком пенале, валявшемся в портфеле, лежали две ручки.",5.6923076923076925,6.0,quantitative_nouns,stimul,19.0
Orlov_2023,"Три провода валялось на верхней антресоли, располагавшейся в прихожей.",5.0,5.0,quantitative_nouns,stimul,27.0
Orlov_2023,"В модном бутике, открывшемся в центре города, появились две юбки.",5.076923076923077,5.0,quantitative_nouns,stimul,22.0
Orlov_2023,"Четыре одеяла лежали на большой кровати, находящейся в спальне.",5.2727272727272725,5.0,quantitative_nouns,stimul,11.0
Orlov_2023,"На газовой плите, соседствующей с раковиной, стояли две кастрюли.",5.214285714285714,5.0,quantitative_nouns,stimul,16.0
Orlov_2023,"На оживлённую улицу, проходившую через центр, выходило три веранды.",5.461538461538462,5.0,quantitative_nouns,stimul,9.0
Orlov_2023,"В большой палате, находившейся напротив медпоста, cтояли два зеркала.",5.818181818181818,6.0,quantitative_nouns,stimul,4.0
Orlov_2023,"Три кресла стояли в летней беседке, примыкавшей к забору.",5.461538461538462,5.0,quantitative_nouns,stimul,30.0
Orlov_2023,"Три табуретки стояли в летней беседке, примыкавшей к забору.",5.785714285714286,6.0,quantitative_nouns,stimul,30.0
Orlov_2023,"На высоком буфете, стоявшем в гостиной, лежало четыре письма.",5.909090909090909,6.0,quantitative_nouns,stimul,26.0
Orlov_2023,"На дубовом шкафу, примыкавшем к камину, стояли два стакана.",4.75,5.0,quantitative_nouns,stimul,1.0
Orlov_2023,"В маленькой аудитории, соседствующей с лекторием, стояли четыре кресла.",5.615384615384615,6.0,quantitative_nouns,stimul,20.0
Orlov_2023,"Две наволочки находилось в большом сундуке, помещенном в кладовку.",3.8333333333333335,4.0,quantitative_nouns,stimul,28.0
Orlov_2023,"В старой сумке, висевшей в гардеробе, лежало четыре открытки.",5.916666666666667,6.0,quantitative_nouns,stimul,14.0
Orlov_2023,"В фруктовой вазе, стоявшей посреди стола, лежало четыре яблока.",6.333333333333333,6.0,quantitative_nouns,stimul,2.0
Orlov_2023,"Три кресла стояло в летней беседке, примыкавшей к забору.",4.818181818181818,5.0,quantitative_nouns,stimul,30.0
Orlov_2023,"В пригородных поселениях, расстилающихся по равнине, заработало две шахты.",4.083333333333333,4.0,quantitative_nouns,stimul,13.0
Orlov_2023,"Две вазы стояли на дубовом шкафу, примыкавшем к камину.",5.454545454545454,5.0,quantitative_nouns,stimul,1.0
Orlov_2023,"Два платья появились в модном бутике, открывшемся в центре.",5.076923076923077,5.0,quantitative_nouns,stimul,22.0
Orlov_2023,"Четыре подушки лежало на большой кровати, находящейся в спальне.",4.857142857142857,5.0,quantitative_nouns,stimul,11.0
Orlov_2023,"Четыре письма лежали на высоком буфете, стоявшем в гостиной.",5.142857142857143,5.0,quantitative_nouns,stimul,26.0
Orlov_2023,"Две наволочки находились в большом сундуке, помещенном в кладовку.",4.785714285714286,5.0,quantitative_nouns,stimul,28.0
Orlov_2023,"Четыре газеты лежало на зеленой скамейке, стоящей у подъезда.",4.0,4.0,quantitative_nouns,stimul,23.0
Orlov_2023,"На зеленой скамейке, стоящей у подъезда, лежали четыре газеты.",6.076923076923077,6.0,quantitative_nouns,stimul,23.0
Orlov_2023,"На оживлённую улицу, проходившую через центр, выходили три окна.",5.615384615384615,6.0,quantitative_nouns,stimul,9.0
Orlov_2023,"В модном бутике, открывшемся в центре города, появились два платья.",5.461538461538462,5.0,quantitative_nouns,stimul,22.0
Orlov_2023,"Два покрывала находились в большом сундуке, помещенном в кладовку.",5.214285714285714,5.0,quantitative_nouns,stimul,28.0
Orlov_2023,"Три дуба росли на дачном участке, выходящем к реке.",6.076923076923077,6.0,quantitative_nouns,stimul,21.0
Orlov_2023,"В фруктовой вазе, стоявшей посреди стола, лежали четыре яблока.",4.923076923076923,5.0,quantitative_nouns,stimul,2.0
Orlov_2023,"Два предприятия заработало в пригородных поселениях, расстилающихся по равнине.",3.5,4.0,quantitative_nouns,stimul,13.0
Orlov_2023,"Олимпиада, проходившая в Пекине, длились две недели.",4.533980582524272,5.0,bad,filler,500.0
Orlov_2023,"По железной дороге, ведущей в Тулу, ехали четыре вагонетки.",5.75,6.0,quantitative_nouns,stimul,29.0
Orlov_2023,"В летней беседке, примыкавшей к забору, стояли три табуретки.",6.307692307692308,6.0,quantitative_nouns,stimul,30.0
Orlov_2023,"В жестяной раковине, крепившейся к стене, лежали четыре ножа.",5.615384615384615,6.0,quantitative_nouns,stimul,8.0
Orlov_2023,"В жестяной раковине, крепившейся к стене, лежало четыре ножа.",5.769230769230769,6.0,quantitative_nouns,stimul,8.0
Orlov_2023,"На большой кровати, находящейся в спальне, лежало четыре одеяла.",6.076923076923077,6.0,quantitative_nouns,stimul,11.0
Orlov_2023,"Два астероида летели к спутнику, вращающемуся вокруг Марса.",5.571428571428571,6.0,quantitative_nouns,stimul,10.0
Orlov_2023,"Три веранды выходили на оживлённую улицу, проходившую через центр.",5.083333333333333,5.0,quantitative_nouns,stimul,9.0
Orlov_2023,"Три провода валялись на верхней антресоли, располагавшейся в прихожей.",5.333333333333333,5.0,quantitative_nouns,stimul,27.0
Orlov_2023,"Четыре вагонетки ехало по железной дороге, ведущей в Тулу.",4.642857142857143,5.0,quantitative_nouns,stimul,29.0
Orlov_2023,"Два чайника стояло на газовой плите, соседствующей с раковиной.",5.461538461538462,5.0,quantitative_nouns,stimul,16.0
Orlov_2023,"Три веранды выходило на оживлённую улицу, проходившую через центр.",3.1538461538461537,3.0,quantitative_nouns,stimul,9.0
Orlov_2023,"Четыре кресла стояло в маленькой аудитории, соседствующей с лекторием.",5.615384615384615,6.0,quantitative_nouns,stimul,20.0
Orlov_2023,"На широкой набережной, пролегающей вдоль океана, росли четыре пальмы.",5.153846153846154,5.0,quantitative_nouns,stimul,17.0
Orlov_2023,"Два штатива оказалось в маленькой студии, расположенной в кинопавильоне.",3.1538461538461537,3.0,quantitative_nouns,stimul,31.0
Orlov_2023,"В большой палате, находившейся напротив медпоста, cтояли две кровати.",5.846153846153846,6.0,quantitative_nouns,stimul,4.0
Orlov_2023,"Компьютер, находящиеся в комнате, стояли у трех розеток.",2.203883495145631,2.0,bad,filler,500.0
Orlov_2023,"Четыре журнала лежало на зеленой скамейке, стоящей у подъезда.",5.076923076923077,5.0,quantitative_nouns,stimul,23.0
Orlov_2023,"Четыре яблока лежали в фруктовой вазе, стоявшей посреди стола.",5.428571428571429,5.0,quantitative_nouns,stimul,2.0
Orlov_2023,"Четыре открытки лежали в старой сумке, висевшей в гардеробе.",5.6923076923076925,6.0,quantitative_nouns,stimul,14.0
Orlov_2023,"В компьютерном классе, находящемся напротив лектория, стояли два стола.",5.636363636363637,6.0,quantitative_nouns,stimul,25.0
Orlov_2023,"Два стакана стояло на дубовом шкафу, примыкавшем к камину.",4.571428571428571,5.0,quantitative_nouns,stimul,1.0
Orlov_2023,"На газовой плите, соседствующей с раковиной, стояло два чайника.",5.384615384615385,5.0,quantitative_nouns,stimul,16.0
Orlov_2023,"На верхней антресоли, располагавшейся в прихожей, валялось три провода.",5.416666666666667,5.0,quantitative_nouns,stimul,27.0
Orlov_2023,"Четыре вагона ехали по железной дороге, ведущей в Тулу.",5.923076923076923,6.0,quantitative_nouns,stimul,29.0
Orlov_2023,"В гостиной, совмещенной с кухней, висело три картины.",5.6923076923076925,6.0,quantitative_nouns,stimul,3.0
Orlov_2023,"На широкой набережной, пролегающей вдоль океана, росло четыре пальмы.",5.0,5.0,quantitative_nouns,stimul,17.0
Orlov_2023,"На высоком буфете, стоявшем в гостиной, лежали четыре посылки.",5.571428571428571,6.0,quantitative_nouns,stimul,26.0
Orlov_2023,"В большом шкафу, достающем до потолка, висело три галстука.",6.333333333333333,6.0,quantitative_nouns,stimul,18.0
