experiment,sentence,response,response_round,subtype,type,lexicalization,sentence_id,head_noun,agreement,quant,head_case,head_gender,condition
Dorofeeva_2023,"Каждого, кто преподавал в классе коррекции, ценит школьное руководство.",5.25,5.0,relative_clauses,stimul,21,417,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждого художника, кто заходил на аукцион антиквариата, украшает необычный шарф.",5.666666666666667,6.0,relative_clauses,stimul,31,391,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую медсестру, кто дежурил на месте катастрофы, выделяет невероятная смелость.",4.076923076923077,4.0,relative_clauses,stimul,5,149,with head noun,masculine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая, кто остался в поселении старообрядцев, ведёт собственное хозяйство.",4.666666666666667,5.0,relative_clauses,stimul,28,64,no head noun,masculine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая секретарша, кто уволилась из отдела кадров, ругает жестокого начальника.",4.3,4.0,relative_clauses,stimul,35,107,with head noun,feminine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждый альпинист, кто взошёл на пик Эвереста, уважает бывалых скалолазов.",6.0,6.0,relative_clauses,stimul,33,321,with head noun,masculine verb,kazhdyj,nominative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая актриса, кто сыграла в картине режиссёра, получает золотую статуэтку.",3.111111111111111,3.0,relative_clauses,stimul,1,73,with head noun,feminine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждый спортсмен, кто отобрался в сборную страны, выбирает опытного тренера.",4.285714285714286,4.0,relative_clauses,stimul,11,299,with head noun,masculine verb,kazhdyj,nominative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждый, кто пришёл на вечер танцев, сопровождает изящную даму.",5.285714285714286,5.0,relative_clauses,stimul,25,349,no head noun,masculine verb,kazhdyj,nominative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая работница, кто трудилась на производстве чугуна, получает большую пенсию.",3.7142857142857135,4.0,relative_clauses,stimul,20,92,with head noun,feminine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая, кто был на уроке труда, ест приготовленный суп.",3.625,4.0,relative_clauses,stimul,22,58,no head noun,masculine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждого, кто заходил на аукцион антиквариата, украшает необычный шарф.",5.75,6.0,relative_clauses,stimul,31,427,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая певица, кто приехала на шоу талантов, благодарит понимающего ведущего.",3.857142857142857,4.0,relative_clauses,stimul,10,82,with head noun,feminine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую пациентку, кто лежал в отделении кардиологии, ограничивают врачебные предписания.",4.142857142857143,4.0,relative_clauses,stimul,24,168,with head noun,masculine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую, кто прокатился на спине гиппопотама, привлекает игрушечный бегемот.",4.3,4.0,relative_clauses,stimul,32,212,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая, кто жила в центре города, ненавидит ночной шум.",5.0,5.0,relative_clauses,stimul,8,116,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую, кто остался в поселении старообрядцев, кормит собственное хозяйство.",4.538461538461538,5.0,relative_clauses,stimul,28,208,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждый, кто отучился на факультете политики, помнит молодого преподавателя.",6.0,6.0,relative_clauses,stimul,9,333,no head noun,masculine verb,kazhdyj,nominative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая россиянка, кто бывала в столице Китая, любит местную кухню.",4.777777777777778,5.0,relative_clauses,stimul,15,87,with head noun,feminine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую, кто подрабатывал в отделе игрушек, настораживает китайская подделка.",5.111111111111111,5.0,relative_clauses,stimul,36,216,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую пациентку, кто лежала в отделении кардиологии, ограничивают врачебные предписания.",3.5,4.0,relative_clauses,stimul,24,240,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую даму, кто пришёл на вечер танцев, сопровождает изящный кавалер.",5.0,5.0,relative_clauses,stimul,25,169,with head noun,masculine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая девушка, кто пострадала от чистки лица, проклинает нового косметолога.",4.25,4.0,relative_clauses,stimul,18,90,with head noun,feminine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую, кто была на уроке труда, радует приготовленный суп.",4.0,4.0,relative_clauses,stimul,22,274,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая, кто дежурил на месте катастрофы, демонстрирует невероятную смелость.",3.625,4.0,relative_clauses,stimul,5,41,no head noun,masculine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую поэтессу, кто публиковался в спецвыпуске журнала, отличает оригинальный стиль.",4.538461538461538,5.0,relative_clauses,stimul,29,173,with head noun,masculine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждого москвича, кто жил в центре города, раздражает ночной шум.",5.0,5.0,relative_clauses,stimul,8,368,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую, кто заходил на аукцион антиквариата, украшает необычный шарф.",6.0,6.0,relative_clauses,stimul,31,211,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждый, кто трудился на производстве чугуна, получает большую пенсию.",6.888888888888889,7.0,relative_clauses,stimul,20,344,no head noun,masculine verb,kazhdyj,nominative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая, кто публиковалась в спецвыпуске журнала, демонстрирует оригинальный стиль.",5.5,6.0,relative_clauses,stimul,29,137,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую художницу, кто заходила на аукцион антиквариата, украшает необычный шарф.",4.3,4.0,relative_clauses,stimul,31,247,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждый, кто прибыл на берег океана, испытывает незабываемое ощущение.",6.125,6.0,relative_clauses,stimul,17,341,no head noun,masculine verb,kazhdyj,nominative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую, кто воровала в магазине продуктов, допрашивает старший следователь.",4.076923076923077,4.0,relative_clauses,stimul,14,266,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую девочку, кто прокатился на спине гиппопотама, привлекает игрушечный бегемот.",5.571428571428571,6.0,relative_clauses,stimul,32,176,with head noun,masculine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая секретарша, кто уволился из отдела кадров, ругает жестокого начальника.",4.75,5.0,relative_clauses,stimul,35,35,with head noun,masculine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую, кто пришёл на вечер танцев, сопровождает изящный кавалер.",4.375,4.0,relative_clauses,stimul,25,205,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая работница, кто трудился на производстве чугуна, получает большую пенсию.",5.0,5.0,relative_clauses,stimul,20,20,with head noun,masculine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждого преступника, кто воровал в магазине продуктов, допрашивает старший следователь.",6.285714285714286,6.0,relative_clauses,stimul,14,374,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждого учителя, кто преподавал в классе коррекции, ценит школьное руководство.",5.142857142857143,5.0,relative_clauses,stimul,21,381,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждого участника, кто прошёл в финал конкурса, ждёт гарантированный приз.",6.571428571428571,7.0,relative_clauses,stimul,2,362,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждого пациента, кто лежал в отделении кардиологии, ограничивают врачебные предписания.",5.285714285714286,5.0,relative_clauses,stimul,24,384,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая спортсменка, кто отобрался в сборную страны, выбирает опытного тренера.",3.75,4.0,relative_clauses,stimul,11,11,with head noun,masculine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая путешественница, кто прибыла на берег океана, испытывает незабываемое ощущение.",2.4285714285714284,2.0,relative_clauses,stimul,17,89,with head noun,feminine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую, кто отучился на факультете политики, помнит молодой преподаватель.",3.375,3.0,relative_clauses,stimul,9,189,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую актрису, кто сыграла в картине режиссёра, награждает Американская киноакадемия.",2.0,2.0,relative_clauses,stimul,1,217,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую заключённую, кто преуспел в пошиве халатов, ожидает досрочное освобождение.",4.777777777777778,5.0,relative_clauses,stimul,23,167,with head noun,masculine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая заключённая, кто преуспела в пошиве халатов, ожидает досрочное освобождение.",3.1,3.0,relative_clauses,stimul,23,95,with head noun,feminine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую, кто бывала в столице Китая, восхищает местная кухня.",4.0,4.0,relative_clauses,stimul,15,267,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждого кавалера, кто пришёл на вечер танцев, сопровождает изящная дама.",5.375,5.0,relative_clauses,stimul,25,385,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую прихожанку, кто исповедовалась в присутствии настоятеля, мучает тяжкий грех.",4.384615384615385,4.0,relative_clauses,stimul,27,243,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждого школьника, кто был на уроке труда, радует приготовленный суп.",4.75,5.0,relative_clauses,stimul,22,382,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую старушку, кто остался в поселении старообрядцев, кормит собственное хозяйство.",4.375,4.0,relative_clauses,stimul,28,172,with head noun,masculine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждый россиянин, кто бывал в столице Китая, любит местную кухню.",4.5,4.0,relative_clauses,stimul,15,303,with head noun,masculine verb,kazhdyj,nominative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую, кто отучилась на факультете политики, помнит молодой преподаватель.",3.571428571428572,4.0,relative_clauses,stimul,9,261,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую мать, кто явился на собрание родителей, расспрашивает классный руководитель.",4.0,4.0,relative_clauses,stimul,34,178,with head noun,masculine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую школьницу, кто была на уроке труда, радует приготовленный суп.",4.428571428571429,4.0,relative_clauses,stimul,22,238,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая, кто явился на собрание родителей, расспрашивает классного руководителя.",4.125,4.0,relative_clauses,stimul,34,70,no head noun,masculine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая, кто прокатилась на спине гиппопотама, хочет игрушечного бегемота.",5.25,5.0,relative_clauses,stimul,32,140,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую, кто приехал на шоу талантов, поддерживает понимающий ведущий.",4.666666666666667,5.0,relative_clauses,stimul,10,190,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая, кто лежала в отделении кардиологии, соблюдает врачебные предписания.",5.111111111111111,5.0,relative_clauses,stimul,24,132,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую, кто служила в редакции издания, удручает сложившаяся ситуация.",4.428571428571429,4.0,relative_clauses,stimul,16,268,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая, кто готовила на кухне детсада, делает изумительную кашу.",4.571428571428571,5.0,relative_clauses,stimul,13,121,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую, кто исповедовалась в присутствии настоятеля, мучает тяжкий грех.",4.142857142857143,4.0,relative_clauses,stimul,27,279,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждого, кто позанимался в студии йоги, отличает душевное равновесие.",6.0,6.0,relative_clauses,stimul,4,400,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая, кто преуспела в пошиве халатов, ожидает досрочное освобождение.",3.875,4.0,relative_clauses,stimul,23,131,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая заключённая, кто преуспел в пошиве халатов, ожидает досрочное освобождение.",2.571428571428572,3.0,relative_clauses,stimul,23,23,with head noun,masculine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждого ученика, кто опоздал к началу урока, выгоняет сердитая учительница.",5.285714285714286,5.0,relative_clauses,stimul,30,390,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая художница, кто заходил на аукцион антиквариата, носит необычный шарф.",3.4285714285714284,3.0,relative_clauses,stimul,31,31,with head noun,masculine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая, кто отобралась в сборную страны, выбирает опытного тренера.",3.5,4.0,relative_clauses,stimul,11,119,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую пользовательницу, кто зарегистрировался на сайте знакомств, устраивает подобранный партнёр.",4.125,4.0,relative_clauses,stimul,19,163,with head noun,masculine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую, кто позанимался в студии йоги, отличает душевное равновесие.",4.384615384615385,4.0,relative_clauses,stimul,4,184,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждый, кто жил в центре города, ненавидит ночной шум.",6.444444444444445,6.0,relative_clauses,stimul,8,332,no head noun,masculine verb,kazhdyj,nominative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая, кто опоздал к началу урока, винит общественный транспорт.",4.857142857142857,5.0,relative_clauses,stimul,30,66,no head noun,masculine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая дама, на кого смотрел таинственного гость, носит напудренный парик.",3.0505050505050506,3.0,bad,filler,37,524,,,,,,bad
Dorofeeva_2023,"Каждый, в кого была влюблена юная актриса, играет главную роль.",4.96,5.0,bad,filler,37,508,,,,,,bad
Dorofeeva_2023,"Каждая, к кому попадала фарфоровая кукла, бережёт дорогим подарок.",2.292929292929293,2.0,bad,filler,37,522,,,,,,bad
Dorofeeva_2023,"Каждая, к кому отошло огромное наследство, покупает новую квартиру.",5.131313131313132,5.0,good,filler,37,521,,,,,,good
Dorofeeva_2023,"Каждая, благодаря кому открылась картинная галерея, обожает современное искусство.",4.888888888888889,5.0,good,filler,37,525,,,,,,good
Dorofeeva_2023,"Каждую, о ком написал ехидный автор, узнаёт подкованный читатель.",5.26,5.0,good,filler,37,535,,,,,,good
Dorofeeva_2023,"Каждого, к кому приезжал богатый родственник, гложет чёрная зависть.",5.683168316831683,6.0,good,filler,37,505,,,,,,good
Dorofeeva_2023,"Каждую танцовщицу, о ком повествовал уволенный костюмер, знает всему город.",1.98,2.0,bad,filler,37,534,,,,,,bad
Dorofeeva_2023,"Каждого приглашённого, о ком вспомнил рассеянному хозяин, уведомляет быстроногий гонец.",1.8979591836734693,2.0,bad,filler,37,514,,,,,,bad
Dorofeeva_2023,"Каждую, к кому пришла страшная беда, поддерживает опытный психолог.",5.212121212121212,5.0,good,filler,37,523,,,,,,good
Dorofeeva_2023,"Каждую пострадавшую, в кого врезался пьяный водитель, осматривает молодому травматолог.",1.87,2.0,bad,filler,37,526,,,,,,bad
Dorofeeva_2023,"Каждая массажистка, на кого была подана длинная жалоба, обвиняет недовольному клиента.",2.13265306122449,2.0,bad,filler,37,530,,,,,,bad
Dorofeeva_2023,"Каждого, благодаря кому прошла предвыборная кампания, благодарит победивший кандидат.",4.597938144329897,5.0,good,filler,37,503,,,,,,good
Dorofeeva_2023,"Каждый, о ком вспомнил старый командир, выручает больного товарища.",4.806122448979592,5.0,good,filler,37,515,,,,,,good
Dorofeeva_2023,"Каждый, к кому обращалась несчастная девушка, читает ненужные морали.",5.71,6.0,good,filler,37,519,,,,,,good
Dorofeeva_2023,"Каждый, на кого легла большая ответственность, теряет спокойный сон.",6.03,6.0,good,filler,37,509,,,,,,good
Dorofeeva_2023,"Каждый, в кого вложилась амбициозная мать, испытывает огромное давление.",5.555555555555555,6.0,good,filler,37,507,,,,,,good
Dorofeeva_2023,"Каждая, при ком происходило ужасного событие, изложила пережитые ощущения.",3.7777777777777777,4.0,bad,filler,37,536,,,,,,bad
Dorofeeva_2023,"Каждый врач, к кому обратился неизлечимый больной, предлагал паллиативном лечение.",2.83,3.0,bad,filler,37,506,,,,,,bad
Dorofeeva_2023,"Каждого, за кого голосовал российский электорат, расспрашивает политический журналист.",5.010309278350515,5.0,good,filler,37,511,,,,,,good
Dorofeeva_2023,"Каждая гимнастка, про кого снимался документального фильм, завершает спортивную карьеру.",3.6732673267326734,4.0,bad,filler,37,528,,,,,,bad
Dorofeeva_2023,"Каждый президент, при ком проводились масштабные реформы, внушает большого доверие.",3.204081632653061,3.0,bad,filler,37,518,,,,,,bad
Dorofeeva_2023,"Каждая, на кого полагался иностранным студент, изучает китайский язык.",2.3877551020408165,2.0,bad,filler,37,532,,,,,,bad
Dorofeeva_2023,"Каждого, благодаря кому состоялось грандиозному выступление, хвалит главный постановщик.",3.05,3.0,bad,filler,37,504,,,,,,bad
Dorofeeva_2023,"Каждую, в ком нашёлся малейший талант, публикует литературная газета.",4.639175257731959,5.0,good,filler,37,531,,,,,,good
Dorofeeva_2023,"Каждого, на ком держалась небольшая компания, настигает страшное выгорание.",5.544554455445544,6.0,good,filler,37,517,,,,,,good
Dorofeeva_2023,"Каждую мать, навстречу кому бежал радостном ребёнок, запечатлевает профессиональный фотограф.",2.2857142857142856,2.0,bad,filler,37,520,,,,,,bad
Dorofeeva_2023,"Каждого зрителя, на ком остановился знаменитом гипнотизёр, охватывает странное чувство.",2.673469387755102,3.0,bad,filler,37,516,,,,,,bad
Dorofeeva_2023,"Каждого критика, благодаря кому провалился новый роман, осуждает преданного читатель.",2.0721649484536084,2.0,bad,filler,37,502,,,,,,bad
Dorofeeva_2023,"Каждого космонавта, про кого рассказывал восторженный экскурсовод, награждал пожилого генерал.",2.134020618556701,2.0,bad,filler,37,510,,,,,,bad
Dorofeeva_2023,"Каждую, благодаря кому получилось великолепное платье, хвалит ведущий дизайнер.",4.3125,4.0,good,filler,37,501,,,,,,good
Dorofeeva_2023,"Каждую, про кого слагалась красивая история, почитает местное население.",4.760416666666667,5.0,good,filler,37,529,,,,,,good
Dorofeeva_2023,"Каждый, на кого глядела рассерженная мать, чувствует дикому стыд.",1.7227722772277227,2.0,bad,filler,37,512,,,,,,bad
Dorofeeva_2023,"Каждую, на ком испытывалось новейшее лекарство, наблюдают ведущие специалисты.",4.86734693877551,5.0,good,filler,37,527,,,,,,good
Dorofeeva_2023,"Каждая, на ком остановился штатный рекрутер, имеет блестящее портфолио.",5.34,5.0,good,filler,37,533,,,,,,good
Dorofeeva_2023,"Каждый, о ком рассказал древний эпос, имеет реальный прототип.",5.29,5.0,good,filler,37,513,,,,,,good
