author,sentence,response,response_round,subtype,type,lexicalization,condition,pronoun,strategy,verb
Belova_2023_2,В учебных кабинетах подметём мы все.,3.75,4.0,quantifier,stimul,41.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,К поисковым отрядам присоединится мы пятеро.,2.125,2.0,quantifier,stimul,28.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,В лесных озёрах порыбачим мы все.,4.375,4.0,quantifier,stimul,31.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,В разные аэропорты прилетят все из них.,4.333333333333333,4.0,quantifier,stimul,8.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В соседние страны переедут они все.,4.444444444444445,4.0,quantifier,stimul,32.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,На двугорбых верблюдах покатаются мы все.,2.5,2.0,quantifier,stimul,26.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В старых кладовках приберёмся мы все.,3.5,4.0,quantifier,stimul,47.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,На акустической гитаре сыграем мы двое.,4.25,4.0,quantifier,stimul,13.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,С проведением экзаменов помогут они четверо.,3.0,3.0,quantifier,stimul,3.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,В научных журналах опубликуемся мы все.,3.375,3.0,quantifier,stimul,2.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,К поисковым отрядам присоединится пятеро из нас.,5.555555555555555,6.0,quantifier,stimul,28.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,С заменой лампочек справится они шестеро.,1.7777777777777777,2.0,quantifier,stimul,11.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,С артистами спектакля познакомятся мы четверо.,2.4,2.0,quantifier,stimul,33.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,Со свадебными фотографами свяжется они двое.,1.4444444444444444,1.0,quantifier,stimul,25.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,В социальных опросах поучаствуют они семеро.,3.333333333333333,3.0,quantifier,stimul,48.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,Со свадебными фотографами свяжутся все из них.,3.555555555555556,4.0,quantifier,stimul,25.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,По незнакомым номерам перезвонят они пятеро.,2.25,2.0,quantifier,stimul,22.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,Со свадебными фотографами свяжутся мы все.,2.375,2.0,quantifier,stimul,25.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,С очевидцами аварии побеседуем мы пятеро.,4.0,4.0,quantifier,stimul,34.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,С артистами спектакля познакомится они четверо.,2.0,2.0,quantifier,stimul,33.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,К новым поликлиникам прикрепится пятеро из нас.,5.555555555555555,6.0,quantifier,stimul,40.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,Мы с Ритой сварит на ужин гречкой на костре.,1.83453237410072,2.0,bad,filler,,bad,,,
Belova_2023_2,На пятничную вечеринку придут все из них.,4.444444444444445,4.0,quantifier,stimul,1.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В столичные вузы поступят семеро из них.,5.333333333333333,5.0,quantifier,stimul,17.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,С нынешних позиций уволимся мы семеро.,4.125,4.0,quantifier,stimul,18.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,На двугорбых верблюдах покатаются они трое.,2.875,3.0,quantifier,stimul,26.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,На проходной завода отметится мы трое.,2.4285714285714284,2.0,quantifier,stimul,38.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,В лесных озёрах порыбачат все из нас.,3.6666666666666665,4.0,quantifier,stimul,31.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В спортивные секции запишутся мы все.,2.5,2.0,quantifier,stimul,12.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,С поставщиками продуктов созвонятся все из нас.,3.0,3.0,quantifier,stimul,10.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,По незнакомым номерам перезвоним пятеро из нас.,2.0,2.0,quantifier,stimul,22.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,За поломанные инструменты ответят все из них.,4.333333333333333,4.0,quantifier,stimul,35.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В спортивные секции запишутся мы семеро.,2.0,2.0,quantifier,stimul,12.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,С заменой лампочек справится шестеро из нас.,5.333333333333333,5.0,quantifier,stimul,11.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,За допущенные ошибки извинимся мы все.,5.0,5.0,quantifier,stimul,45.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,К поисковым отрядам присоединятся пятеро из нас.,5.888888888888889,6.0,quantifier,stimul,28.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,С проведением экзаменов поможет мы четверо.,1.75,2.0,quantifier,stimul,3.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,За первые парты сядут мы все.,2.571428571428572,3.0,quantifier,stimul,39.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В столичные вузы поступит семеро из нас.,5.444444444444445,5.0,quantifier,stimul,17.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,С артистами спектакля познакомятся все из нас.,3.6666666666666665,4.0,quantifier,stimul,33.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,С артистами спектакля познакомятся они четверо.,3.6666666666666665,4.0,quantifier,stimul,33.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,В течение месяца женятся пятеро из нас.,5.333333333333333,5.0,quantifier,stimul,16.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,За поломанные инструменты ответят они все.,5.0,5.0,quantifier,stimul,35.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,К новым поликлиникам прикрепится мы пятеро.,1.875,2.0,quantifier,stimul,40.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,В спортивные секции запишемся мы семеро.,3.625,4.0,quantifier,stimul,12.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,Вы с Костей построите крепость из снегом.,2.8652482269503547,3.0,bad,filler,,bad,,,
Belova_2023_2,С кредитными долгами рассчитаются шестеро из нас.,5.555555555555555,6.0,quantifier,stimul,23.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,На курсы вождения пойдёт мы пятеро.,2.375,2.0,quantifier,stimul,46.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,За новые проекты возьмётся семеро из них.,3.7777777777777777,4.0,quantifier,stimul,42.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,На проходной завода отметятся они трое.,3.2222222222222223,3.0,quantifier,stimul,38.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,С заменой лампочек справится мы шестеро.,2.0,2.0,quantifier,stimul,11.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,Только мы с Васей вскопают грядка под редис.,1.9428571428571428,2.0,bad,filler,,bad,,,
Belova_2023_2,Со сломанными телефонами разберется мы четверо.,2.25,2.0,quantifier,stimul,9.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,Со свадебными фотографами свяжемся двое из нас.,2.2222222222222223,2.0,quantifier,stimul,25.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,С артистами спектакля познакомимся все из нас.,2.555555555555556,3.0,quantifier,stimul,33.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,С очевидцами аварии побеседуют мы пятеро.,1.8,2.0,quantifier,stimul,34.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,С заменой лампочек справятся мы все.,2.625,3.0,quantifier,stimul,11.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,С очевидцами аварии побеседует мы пятеро.,2.375,2.0,quantifier,stimul,34.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,На южных курортах отдохнут все из нас.,4.111111111111111,4.0,quantifier,stimul,24.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,О нужных продуктах позаботится они семеро.,1.6666666666666667,2.0,quantifier,stimul,30.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,В карнавальные костюмы переоденется они семеро,1.2222222222222223,1.0,quantifier,stimul,6.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,В старых кладовках приберутся они все.,4.333333333333333,4.0,quantifier,stimul,47.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,В перспективные акции вложатся все из них.,4.222222222222222,4.0,quantifier,stimul,44.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,На студенческих конференциях выступим все из нас.,2.7777777777777777,3.0,quantifier,stimul,21.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В важные переговоры вмешаемся шестеро из нас.,2.333333333333333,2.0,quantifier,stimul,29.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,На утренних поездах приедем все из нас.,2.111111111111111,2.0,quantifier,stimul,5.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В перспективные акции вложится мы трое.,2.25,2.0,quantifier,stimul,44.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,С кредитными долгами рассчитаемся шестеро из нас.,2.7777777777777777,3.0,quantifier,stimul,23.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,С очевидцами аварии побеседуют они пятеро.,3.375,3.0,quantifier,stimul,34.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,С очевидцами аварии побеседует они пятеро.,1.6666666666666667,2.0,quantifier,stimul,34.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,Вдвоём мы сможем переправиться на другом берега.,2.5428571428571427,3.0,bad,filler,,bad,,,
Belova_2023_2,В карнавальные костюмы переоденутся семеро из них.,5.444444444444445,5.0,quantifier,stimul,6.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,На южных курортах отдохнут семеро из них.,5.444444444444445,5.0,quantifier,stimul,24.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В старых кладовках приберутся мы все.,2.5,2.0,quantifier,stimul,47.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,О нужных продуктах позаботимся мы семеро.,4.625,5.0,quantifier,stimul,30.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,На курсы вождения пойдут все из нас.,3.6666666666666665,4.0,quantifier,stimul,46.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,На утренних поездах приедут они шестеро.,2.888888888888889,3.0,quantifier,stimul,5.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,С поставщиками продуктов созвонятся пятеро из нас.,5.333333333333333,5.0,quantifier,stimul,10.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В социальных опросах поучаствуем все из нас.,2.555555555555556,3.0,quantifier,stimul,48.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,К новым поликлиникам прикрепятся они все.,4.25,4.0,quantifier,stimul,40.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,К поисковым отрядам присоединимся мы все.,3.5,4.0,quantifier,stimul,28.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,С очевидцами аварии побеседует пятеро из нас.,5.555555555555555,6.0,quantifier,stimul,34.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,В социальных опросах поучаствуют мы семеро.,1.9,2.0,quantifier,stimul,48.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В байдарочные походы отправится мы четверо.,1.625,2.0,quantifier,stimul,27.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,С заменой лампочек справится шестеро из них.,3.888888888888889,4.0,quantifier,stimul,11.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,С проведением экзаменов поможем четверо из нас.,2.0,2.0,quantifier,stimul,3.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,По незнакомым номерам перезвонят все из нас.,3.375,3.0,quantifier,stimul,22.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,На утренних поездах приедет шестро из нас.,4.444444444444445,4.0,quantifier,stimul,5.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,С очевидцами аварии побеседуем все из нас.,2.4444444444444446,2.0,quantifier,stimul,34.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В крещенской проруби искупаемся мы пятеро.,4.125,4.0,quantifier,stimul,4.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,О нужных продуктах позаботимся мы все.,5.25,5.0,quantifier,stimul,30.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,К поисковым отрядам присоединятся мы все.,2.375,2.0,quantifier,stimul,28.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,На проходной завода отметятся мы все.,3.0,3.0,quantifier,stimul,38.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В важные переговоры вмешаются шестеро из них.,5.555555555555555,6.0,quantifier,stimul,29.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В важные переговоры вмешаемся все из нас.,2.333333333333333,2.0,quantifier,stimul,29.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В соседние страны переедут мы все.,2.625,3.0,quantifier,stimul,32.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В научных журналах опубликуется трое из них.,4.333333333333333,4.0,quantifier,stimul,2.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,В больших палатках переночуют двое из них.,5.555555555555555,6.0,quantifier,stimul,19.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,С проведением экзаменов помогут все из нас.,3.333333333333333,3.0,quantifier,stimul,3.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В спортивные секции запишутся все из нас.,4.0,4.0,quantifier,stimul,12.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,На предложения конкурентов согласятся они трое.,3.111111111111111,3.0,quantifier,stimul,14.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,За поломанные инструменты ответят шестеро из нас.,5.666666666666667,6.0,quantifier,stimul,35.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В учебных кабинетах подметут они все.,3.7777777777777777,4.0,quantifier,stimul,41.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,На акустической гитаре сыграет мы двое.,2.125,2.0,quantifier,stimul,13.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,С нынешних позиций уволится семеро из них.,4.222222222222222,4.0,quantifier,stimul,18.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,К новым поликлиникам прикрепятся мы пятеро.,1.6,2.0,quantifier,stimul,40.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,О скорых отставках объявит мы семеро.,1.75,2.0,quantifier,stimul,36.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,На проходной завода отметится трое из нас.,5.222222222222222,5.0,quantifier,stimul,38.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,В научных журналах опубликуются мы трое.,2.7,3.0,quantifier,stimul,2.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В гостиничные номера вернётся четверо из нас.,4.888888888888889,5.0,quantifier,stimul,15.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,На курсы вождения пойдём пятеро из нас.,2.7777777777777777,3.0,quantifier,stimul,46.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,С заменой лампочек справятся они все.,4.0,4.0,quantifier,stimul,11.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,В научных журналах опубликуемся все из нас.,2.555555555555556,3.0,quantifier,stimul,2.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,Петя с Кириллом вдвоём помоют полы.,5.785714285714286,6.0,good,filler,,good,,,
Belova_2023_2,На пятничную вечеринку придёт двое из нас.,5.555555555555555,6.0,quantifier,stimul,1.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,В дешёвых хостелах остановимся все из нас.,2.333333333333333,2.0,quantifier,stimul,7.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В байдарочные походы отправятся четверо из нас.,5.444444444444445,5.0,quantifier,stimul,27.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В отдалённые деревни съездят трое из нас.,4.888888888888889,5.0,quantifier,stimul,20.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В важные переговоры вмешаются все из нас.,3.2222222222222223,3.0,quantifier,stimul,29.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,На проходной завода отметимся все из нас.,2.6666666666666665,3.0,quantifier,stimul,38.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,За поломанные инструменты ответят шестеро из них.,5.333333333333333,5.0,quantifier,stimul,35.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В разные аэропорты прилетят они трое.,2.888888888888889,3.0,quantifier,stimul,8.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,В социальных опросах поучаствуют мы все.,2.75,3.0,quantifier,stimul,48.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В гостиничные номера вернутся мы четверо.,2.1,2.0,quantifier,stimul,15.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,За новые проекты возьмутся они семеро.,3.111111111111111,3.0,quantifier,stimul,42.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,С проведением экзаменов помогут они все.,3.888888888888889,4.0,quantifier,stimul,3.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,В учебных кабинетах подметём шестеро из нас.,2.555555555555556,3.0,quantifier,stimul,41.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,С поставщиками продуктов созвонимся мы пятеро.,4.0,4.0,quantifier,stimul,10.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,В старых кладовках приберётся шестеро из них.,4.0,4.0,quantifier,stimul,47.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,На курсы вождения пойдут все из них.,4.777777777777778,5.0,quantifier,stimul,46.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,На конкурсе чтецов победят двое из них.,5.888888888888889,6.0,quantifier,stimul,37.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,Четверо подозреваемых будут опрошены повторно.,5.838235294117647,6.0,good,filler,,good,,,
Belova_2023_2,В течение месяца женимся мы все.,3.25,3.0,quantifier,stimul,16.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,В соседние страны переедут мы трое.,2.0,2.0,quantifier,stimul,32.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В перспективные акции вложатся мы трое.,2.1,2.0,quantifier,stimul,44.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,На утренних поездах приедут шестеро из них.,6.111111111111111,6.0,quantifier,stimul,5.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,С проведением экзаменов поможет четверо из нас.,4.222222222222222,4.0,quantifier,stimul,3.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,К поисковым отрядам присоединится они пятеро.,1.7777777777777777,2.0,quantifier,stimul,28.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,С поставщиками продуктов созвонимся пятеро из нас.,2.555555555555556,3.0,quantifier,stimul,10.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,На предложения конкурентов согласимся все из нас.,2.7777777777777777,3.0,quantifier,stimul,14.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В крещенской проруби искупаются все из них.,4.222222222222222,4.0,quantifier,stimul,4.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,На южных курортах отдохнём мы все.,3.5,4.0,quantifier,stimul,24.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,К новым поликлиникам прикрепятся все из них.,4.555555555555555,5.0,quantifier,stimul,40.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В байдарочные походы отправимся мы все.,5.285714285714286,5.0,quantifier,stimul,27.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,Со сломанными телефонами разберутся мы четверо.,1.9,2.0,quantifier,stimul,9.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,На южных курортах отдохнут они семеро.,3.2222222222222223,3.0,quantifier,stimul,24.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,В карнавальные костюмы переоденемся все из нас.,2.555555555555556,3.0,quantifier,stimul,6.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В соседние страны переедут трое из них.,5.777777777777778,6.0,quantifier,stimul,32.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В важные переговоры вмешаемся мы шестеро.,4.0,4.0,quantifier,stimul,29.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,На пятничную вечеринку придут все из нас.,3.111111111111111,3.0,quantifier,stimul,1.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,На акустической гитаре сыграют они двое.,2.6666666666666665,3.0,quantifier,stimul,13.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,На конкурсе чтецов победят двое из нас.,5.444444444444445,5.0,quantifier,stimul,37.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,За поломанные инструменты ответим мы шестеро.,4.375,4.0,quantifier,stimul,35.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,В карнавальные костюмы переоденутся мы семеро.,2.0,2.0,quantifier,stimul,6.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,За новые проекты возьмутся семеро из них.,6.222222222222222,6.0,quantifier,stimul,42.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,На южных курортах отдохнём все из нас.,2.555555555555556,3.0,quantifier,stimul,24.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,За новые проекты возьмётся они семеро.,1.5555555555555556,2.0,quantifier,stimul,42.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,В старых кладовках приберутся мы шестеро.,1.8888888888888888,2.0,quantifier,stimul,47.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,В байдарочные походы отправятся они четверо.,3.0,3.0,quantifier,stimul,27.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,За выполненные задачи отчитаются они двое.,3.555555555555556,4.0,quantifier,stimul,43.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,О скорых отставках объявят они все.,3.4444444444444446,3.0,quantifier,stimul,36.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,К новым поликлиникам прикрепится пятеро из них.,3.888888888888889,4.0,quantifier,stimul,40.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,В течение месяца женится они пятеро.,1.6666666666666667,2.0,quantifier,stimul,16.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,В перспективные акции вложимся все из нас.,2.6666666666666665,3.0,quantifier,stimul,44.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,Трое фокусника будут приглашен на день рождения.,2.4,2.0,bad,filler,,bad,,,
Belova_2023_2,С заменой лампочек справятся мы шестеро.,1.7,2.0,quantifier,stimul,11.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,На предложения конкурентов согласятся все из нас.,3.7777777777777777,4.0,quantifier,stimul,14.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,Только вы с Мишей планируют поездку на дачей.,2.085714285714286,2.0,bad,filler,,bad,,,
Belova_2023_2,На проходной завода отметятся они все.,4.555555555555555,5.0,quantifier,stimul,38.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,В старых кладовках приберутся шестеро из нас.,5.375,5.0,quantifier,stimul,47.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,На южных курортах отдохнём мы семеро.,4.5,4.0,quantifier,stimul,24.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,На южных курортах отдохнут семеро из нас.,6.222222222222222,6.0,quantifier,stimul,24.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,С очевидцами аварии побеседуем пятеро из нас.,2.4444444444444446,2.0,quantifier,stimul,34.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В разные аэропорты прилетят трое из них.,5.555555555555555,6.0,quantifier,stimul,8.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,С поставщиками продуктов созвонимся все из нас.,2.333333333333333,2.0,quantifier,stimul,10.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,На курсы вождения пойдёт пятеро из них.,4.555555555555555,5.0,quantifier,stimul,46.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,С нынешних позиций уволятся семеро из нас.,5.444444444444445,5.0,quantifier,stimul,18.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,На пятничную вечеринку придут двое из нас.,5.222222222222222,5.0,quantifier,stimul,1.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В гостиничные номера вернёмся мы все.,4.625,5.0,quantifier,stimul,15.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,На курсы вождения пойдёт пятеро из нас.,5.333333333333333,5.0,quantifier,stimul,46.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,На южных курортах отдохнут они все.,4.444444444444445,4.0,quantifier,stimul,24.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,Со сломанными телефонами разберемся все из нас.,2.555555555555556,3.0,quantifier,stimul,9.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В столичные вузы поступим все из нас.,2.6666666666666665,3.0,quantifier,stimul,17.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В больших палатках переночует двое из них.,3.888888888888889,4.0,quantifier,stimul,19.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,За выполненные задачи отчитаются мы двое.,2.3,2.0,quantifier,stimul,43.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,На конкурсе чтецов победят они двое.,3.111111111111111,3.0,quantifier,stimul,37.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,В перспективные акции вложатся мы все.,2.571428571428572,3.0,quantifier,stimul,44.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В течение месяца женятся все из нас.,4.0,4.0,quantifier,stimul,16.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В соседние страны переедем мы все.,4.875,5.0,quantifier,stimul,32.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,К новым поликлиникам прикрепится они пятеро.,1.7777777777777777,2.0,quantifier,stimul,40.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,На акустической гитаре сыграем двое из нас.,2.555555555555556,3.0,quantifier,stimul,13.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,На предложения конкурентов согласятся трое из них.,5.333333333333333,5.0,quantifier,stimul,14.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,За новые проекты возьмёмся семеро из нас.,2.555555555555556,3.0,quantifier,stimul,42.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,Вы с Кириллом будете строго наказаны.,6.212765957446808,6.0,good,filler,,good,,,
Belova_2023_2,За выполненные задачи отчитаются все из нас.,3.888888888888889,4.0,quantifier,stimul,43.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,С кредитными долгами рассчитаются мы все.,2.571428571428572,3.0,quantifier,stimul,23.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В научных журналах опубликуемся мы трое.,3.75,4.0,quantifier,stimul,2.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,С кредитными долгами рассчитаются они все.,4.125,4.0,quantifier,stimul,23.0,"they, oni, 3pl",they,oni,3pl
