author,sentence,response,response_round,subtype,type,lexicalization,condition,pronoun,strategy,verb
Belova_2023_1,Все из них пойдут на курсы вождения.,6.5,6.0,quantifier,stimul,46.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Мы все вернёмся в гостиничные номера.,6.0,6.0,quantifier,stimul,15.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Мы все опубликуемся в научных журналах.,5.166666666666667,5.0,quantifier,stimul,2.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Они все отчитаются за выполненные задачи.,5.0,5.0,quantifier,stimul,43.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Мы все приберутся в старых кладовках.,1.5,2.0,quantifier,stimul,47.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы шестеро приедут на утренних поездах.,1.9090909090909087,2.0,quantifier,stimul,5.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Четверо из них разберутся со сломанными телефонами.,6.75,7.0,quantifier,stimul,9.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Все из них придут на пятничную вечеринку.,3.6,4.0,quantifier,stimul,1.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Мы шестеро ответит за поломанные инструменты.,2.75,3.0,quantifier,stimul,35.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Семеро из них позаботится о нужных продуктах.,3.0,3.0,quantifier,stimul,30.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Семеро из них возьмутся за новые проекты.,6.5,6.0,quantifier,stimul,42.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Шестеро из нас приберётся в старых кладовках.,2.6666666666666665,3.0,quantifier,stimul,47.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Мы все перезвонят по незнакомым номерам.,2.25,2.0,quantifier,stimul,22.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Шестеро из нас приедет на утренних поездах.,2.2,2.0,quantifier,stimul,5.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Семеро из нас отдохнём на южных курортах.,1.8,2.0,quantifier,stimul,24.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Шестеро из нас рассчитается с кредитными долгами.,3.4444444444444446,3.0,quantifier,stimul,23.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Четверо из нас вернёмся в гостиничные номера.,2.0,2.0,quantifier,stimul,15.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Семеро из нас поучаствуем в социальных опросах.,2.333333333333333,2.0,quantifier,stimul,48.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Мы четверо познакомимся с артистами спектакля.,4.727272727272728,5.0,quantifier,stimul,33.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Мы с Ритой сварит на ужин гречкой на костре.,1.346938775510204,1.0,bad,filler,,bad,,,
Belova_2023_1,Они семеро отдохнёт на южных курортах.,1.3333333333333333,1.0,quantifier,stimul,24.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Мы все созвонятся с поставщиками продуктов.,1.4,1.0,quantifier,stimul,10.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Трое из нас съездят в отдалённые деревни.,6.5,6.0,quantifier,stimul,20.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Они все переночуют в больших палатках.,6.166666666666667,6.0,quantifier,stimul,19.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Они пятеро прикрепится к новым поликлиникам.,2.333333333333333,2.0,quantifier,stimul,40.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Все из них отправятся в байдарочные походы.,5.0,5.0,quantifier,stimul,27.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Мы все познакомимся с артистами спектакля.,6.0,6.0,quantifier,stimul,33.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Четверо из нас сядут за первые парты.,6.2,6.0,quantifier,stimul,39.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Семеро из нас возьмёмся за новые проекты.,4.0,4.0,quantifier,stimul,42.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Мы трое съездят в отдалённые деревни.,2.75,3.0,quantifier,stimul,20.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы все познакомятся с артистами спектакля.,2.6666666666666665,3.0,quantifier,stimul,33.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Семеро из них позаботятся о нужных продуктах.,4.666666666666667,5.0,quantifier,stimul,30.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Мы пятеро прикрепимся к новым поликлиникам.,6.75,7.0,quantifier,stimul,40.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Мы шестеро приберутся в старых кладовках.,1.25,1.0,quantifier,stimul,47.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Шестеро из нас ответим за поломанные инструменты.,4.0,4.0,quantifier,stimul,35.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Мы трое отметятся на проходной завода.,1.818181818181818,2.0,quantifier,stimul,38.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы все разберемся со сломанными телефонами.,5.666666666666667,6.0,quantifier,stimul,9.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Семеро из нас уволимся с нынешних позиций.,1.6666666666666667,2.0,quantifier,stimul,18.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Семеро из них запишется в спортивные секции.,4.0,4.0,quantifier,stimul,12.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Мы двое отчитается за выполненные задачи.,3.333333333333333,3.0,quantifier,stimul,43.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Мы четверо вернётся в гостиничные номера.,2.4545454545454546,2.0,quantifier,stimul,15.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Мы четверо отправится в байдарочные походы.,2.5,2.0,quantifier,stimul,27.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Мы все победим на конкурсе чтецов.,5.833333333333333,6.0,quantifier,stimul,37.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Вы с Костей построите крепость из снегом.,2.96875,3.0,bad,filler,,bad,,,
Belova_2023_1,Трое из нас согласится на предложения конкурентов.,2.1666666666666665,2.0,quantifier,stimul,14.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Они двое отчитается за выполненные задачи.,1.75,2.0,quantifier,stimul,43.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Мы семеро уволимся с нынешних позиций.,4.0,4.0,quantifier,stimul,18.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Они семеро запишутся в спортивные секции.,2.75,3.0,quantifier,stimul,12.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Семеро из них переоденутся в карнавальные костюмы.,6.5,6.0,quantifier,stimul,6.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Только мы с Васей вскопают грядка под редис.,1.6701030927835052,2.0,bad,filler,,bad,,,
Belova_2023_1,Шестеро из них ответят за поломанные инструменты.,6.181818181818182,6.0,quantifier,stimul,35.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Шестеро из нас подметёт в учебных кабинетах.,2.571428571428572,3.0,quantifier,stimul,41.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Семеро из нас переоденется в карнавальные костюмы.,2.6,3.0,quantifier,stimul,6.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Четверо из нас отправится в байдарочные походы.,3.5,4.0,quantifier,stimul,27.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Семеро из них уволятся с нынешних позиций.,6.25,6.0,quantifier,stimul,18.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Четверо из нас выступим на студенческих конференциях.,3.0,3.0,quantifier,stimul,21.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Они шестеро поступит в столичные вузы.,4.0,4.0,quantifier,stimul,17.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Пятеро из нас побеседуют с очевидцами аварии.,5.4,5.0,quantifier,stimul,34.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Все из нас созвонимся с поставщиками продуктов.,1.25,1.0,quantifier,stimul,10.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Мы все поступим в столичные вузы.,6.6,7.0,quantifier,stimul,17.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Двое из нас придём на пятничную вечеринку.,1.8333333333333333,2.0,quantifier,stimul,1.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Они трое переедет в соседние страны.,1.5,2.0,quantifier,stimul,32.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Все из нас переедем в соседние страны.,2.25,2.0,quantifier,stimul,32.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Они четверо отправится в байдарочные походы.,2.5,2.0,quantifier,stimul,27.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Двое из них отчитаются за выполненные задачи.,5.8,6.0,quantifier,stimul,43.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Трое из нас отметятся на проходной завода.,6.0,6.0,quantifier,stimul,38.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Четверо из нас познакомимся с артистами спектакля.,4.333333333333333,4.0,quantifier,stimul,33.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Четверо из нас выступит на студенческих конференциях.,2.333333333333333,2.0,quantifier,stimul,21.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Вдвоём мы сможем переправиться на другом берега.,2.0412371134020617,2.0,bad,filler,,bad,,,
Belova_2023_1,Все из нас уволимся с нынешних позиций.,2.0,2.0,quantifier,stimul,18.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Они шестеро рассчитаются с кредитными долгами.,3.111111111111111,3.0,quantifier,stimul,23.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Мы все порыбачат в лесных озёрах.,1.5,2.0,quantifier,stimul,31.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Пятеро из нас перезвонят по незнакомым номерам.,5.333333333333333,5.0,quantifier,stimul,22.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Они все разберутся со сломанными телефонами.,5.5,6.0,quantifier,stimul,9.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Они шестеро ответят за поломанные инструменты.,3.5,4.0,quantifier,stimul,35.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Четверо из них извинятся за допущенные ошибки.,5.666666666666667,6.0,quantifier,stimul,45.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Мы все ответим за поломанные инструменты.,6.0,6.0,quantifier,stimul,35.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Мы четверо разберемся со сломанными телефонами.,2.888888888888889,3.0,quantifier,stimul,9.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Мы четверо сядут за первые парты.,3.0,3.0,quantifier,stimul,39.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Четверо из нас выступят на студенческих конференциях.,6.2727272727272725,6.0,quantifier,stimul,21.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Мы все переедут в соседние страны.,1.4,1.0,quantifier,stimul,32.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Все из нас вложимся в перспективные акции.,2.727272727272727,3.0,quantifier,stimul,44.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Семеро из них поучаствует в социальных опросах.,3.25,3.0,quantifier,stimul,48.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Шестеро из нас вмешаются в важные переговоры.,3.6,4.0,quantifier,stimul,29.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Семеро из нас объявим о скорых отставках.,1.5,2.0,quantifier,stimul,36.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Они четверо разберутся со сломанными телефонами.,3.6666666666666665,4.0,quantifier,stimul,9.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Трое из них съездят в отдалённые деревни.,5.666666666666667,6.0,quantifier,stimul,20.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Все из них вложатся в перспективные акции.,3.4,3.0,quantifier,stimul,44.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Пятеро из нас перезвонит по незнакомым номерам.,2.0,2.0,quantifier,stimul,22.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Мы шестеро подметёт в учебных кабинетах.,1.0,1.0,quantifier,stimul,41.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Они семеро возьмутся за новые проекты.,3.6666666666666665,4.0,quantifier,stimul,42.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Все из нас подметут в учебных кабинетах.,5.25,5.0,quantifier,stimul,41.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Все из нас отправятся в байдарочные походы.,5.545454545454546,6.0,quantifier,stimul,27.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Мы все объявим о скорых отставках.,5.666666666666667,6.0,quantifier,stimul,36.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Все из них разберутся со сломанными телефонами.,4.9,5.0,quantifier,stimul,9.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Все из нас отдохнут на южных курортах.,4.6,5.0,quantifier,stimul,24.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Четверо из них отправятся в байдарочные походы.,6.4,6.0,quantifier,stimul,27.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Мы все позаботимся о нужных продуктах.,5.875,6.0,quantifier,stimul,30.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Они пятеро искупаются в крещенской проруби.,4.0,4.0,quantifier,stimul,4.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Мы четверо выступит на студенческих конференциях.,1.5454545454545454,2.0,quantifier,stimul,21.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Мы двое победит на конкурсе чтецов.,1.6363636363636365,2.0,quantifier,stimul,37.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Мы шестеро рассчитаются с кредитными долгами.,3.25,3.0,quantifier,stimul,23.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Трое из них отметятся на проходной завода.,5.7,6.0,quantifier,stimul,38.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Мы четверо поможет с проведением экзаменов.,2.375,2.0,quantifier,stimul,3.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Пятеро из них искупается в крещенской проруби.,2.5,2.0,quantifier,stimul,4.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Они пятеро присоединится к поисковым отрядам.,2.0,2.0,quantifier,stimul,28.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Все из них созвонятся с поставщиками продуктов.,5.545454545454546,6.0,quantifier,stimul,10.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Все из нас поступят в столичные вузы.,5.8,6.0,quantifier,stimul,17.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Они двое остановятся в дешёвых хостелах.,4.166666666666667,4.0,quantifier,stimul,7.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Трое из нас вложимся в перспективные акции.,2.4545454545454546,2.0,quantifier,stimul,44.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Все из них приберутся в старых кладовках.,3.5,4.0,quantifier,stimul,47.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Петя с Кириллом вдвоём помоют полы.,5.8125,6.0,good,filler,,good,,,
Belova_2023_1,Они трое опубликуется в научных журналах.,2.272727272727273,2.0,quantifier,stimul,2.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Все из нас поучаствуют в социальных опросах.,4.5,4.0,quantifier,stimul,48.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Все из нас запишутся в спортивные секции.,5.333333333333333,5.0,quantifier,stimul,12.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Двое из нас порыбачит в лесных озёрах.,3.0,3.0,quantifier,stimul,31.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Все из нас переночуют в больших палатках.,4.0,4.0,quantifier,stimul,19.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Они пятеро побеседует с очевидцами аварии.,2.625,3.0,quantifier,stimul,34.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Мы четверо выступят на студенческих конференциях.,1.75,2.0,quantifier,stimul,21.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы все вмешаются в важные переговоры.,1.25,1.0,quantifier,stimul,29.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы все переедем в соседние страны.,6.75,7.0,quantifier,stimul,32.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Все из нас познакомятся с артистами спектакля.,5.545454545454546,6.0,quantifier,stimul,33.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Мы семеро отдохнёт на южных курортах.,1.4444444444444444,1.0,quantifier,stimul,24.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Четверо из них поможет с проведением экзаменов.,2.6,3.0,quantifier,stimul,3.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Мы двое придёт на пятничную вечеринку.,1.4,1.0,quantifier,stimul,1.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Четверо из нас поможет с проведением экзаменов.,2.4545454545454546,2.0,quantifier,stimul,3.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Мы все приедут на утренних поездах.,1.25,1.0,quantifier,stimul,5.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Они все рассчитаются с кредитными долгами.,5.8,6.0,quantifier,stimul,23.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Они все придут на пятничную вечеринку.,5.666666666666667,6.0,quantifier,stimul,1.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Четверо подозреваемых будут опрошены повторно.,5.895833333333333,6.0,good,filler,,good,,,
Belova_2023_1,Мы все справятся с заменой лампочек.,1.4,1.0,quantifier,stimul,11.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы все объявят о скорых отставках.,1.3333333333333333,1.0,quantifier,stimul,36.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Двое из нас свяжемся со свадебными фотографами.,2.0,2.0,quantifier,stimul,25.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Они шестеро подметёт в учебных кабинетах.,1.5,2.0,quantifier,stimul,41.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Шестеро из нас ответят за поломанные инструменты.,6.75,7.0,quantifier,stimul,35.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Мы шестеро ответим за поломанные инструменты.,3.2,3.0,quantifier,stimul,35.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Четверо из нас разберутся со сломанными телефонами.,5.428571428571429,5.0,quantifier,stimul,9.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Они двое победит на конкурсе чтецов.,2.6,3.0,quantifier,stimul,37.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Все из них искупаются в крещенской проруби.,3.6666666666666665,4.0,quantifier,stimul,4.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Они шестеро справятся с заменой лампочек.,3.2,3.0,quantifier,stimul,11.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Мы четверо помогут с проведением экзаменов.,3.5,4.0,quantifier,stimul,3.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Все из нас вернутся в гостиничные номера.,4.5,4.0,quantifier,stimul,15.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Шестеро из них приедет на утренних поездах.,5.25,5.0,quantifier,stimul,5.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Они шестеро приедут на утренних поездах.,4.2,4.0,quantifier,stimul,5.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Все из нас рассчитаются с кредитными долгами.,5.2,5.0,quantifier,stimul,23.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Мы все остановятся в дешёвых хостелах.,1.9090909090909087,2.0,quantifier,stimul,7.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Все из нас отчитаются за выполненные задачи.,5.818181818181818,6.0,quantifier,stimul,43.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Они семеро отдохнут на южных курортах.,2.6666666666666665,3.0,quantifier,stimul,24.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Они все женятся в течение месяца.,4.888888888888889,5.0,quantifier,stimul,16.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Они все приберутся в старых кладовках.,4.6,5.0,quantifier,stimul,47.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Мы трое прилетит в разные аэропорты.,1.3333333333333333,1.0,quantifier,stimul,8.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Все из нас сыграем на акустической гитаре.,2.0,2.0,quantifier,stimul,13.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Мы семеро переоденется в карнавальные костюмы.,2.6,3.0,quantifier,stimul,6.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Они шестеро справится с заменой лампочек.,2.75,3.0,quantifier,stimul,11.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Мы семеро поучаствует в социальных опросах.,2.0,2.0,quantifier,stimul,48.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Мы все порыбачим в лесных озёрах.,4.818181818181818,5.0,quantifier,stimul,31.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Все из нас запишемся в спортивные секции.,2.5454545454545454,3.0,quantifier,stimul,12.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Мы пятеро пойдём на курсы вождения.,6.25,6.0,quantifier,stimul,46.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Пятеро из них прикрепится к новым поликлиникам.,3.0,3.0,quantifier,stimul,40.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Мы четверо познакомится с артистами спектакля.,1.8,2.0,quantifier,stimul,33.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Мы все сыграют на акустической гитаре.,1.375,1.0,quantifier,stimul,13.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Двое из нас сыграют на акустической гитаре.,6.0,6.0,quantifier,stimul,13.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Трое фокусника будут приглашен на день рождения.,2.0510204081632653,2.0,bad,filler,,bad,,,
Belova_2023_1,Трое из нас вложатся в перспективные акции.,6.75,7.0,quantifier,stimul,44.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Они двое сыграет на акустической гитаре.,2.0,2.0,quantifier,stimul,13.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Только вы с Мишей планируют поездку на дачей.,1.7789473684210526,2.0,bad,filler,,bad,,,
Belova_2023_1,Они семеро запишется в спортивные секции.,1.25,1.0,quantifier,stimul,12.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Мы все поступят в столичные вузы.,1.2222222222222223,1.0,quantifier,stimul,17.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Пятеро из нас женимся в течение месяца.,1.5,2.0,quantifier,stimul,16.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Они шестеро рассчитается с кредитными долгами.,2.333333333333333,2.0,quantifier,stimul,23.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Четверо из нас вернётся в гостиничные номера.,2.6666666666666665,3.0,quantifier,stimul,15.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Мы все возьмёмся за новые проекты.,6.333333333333333,6.0,quantifier,stimul,42.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Четверо из нас помогут с проведением экзаменов.,6.5,6.0,quantifier,stimul,3.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Они двое переночуют в больших палатках.,4.125,4.0,quantifier,stimul,19.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Трое из них согласятся на предложения конкурентов.,4.666666666666667,5.0,quantifier,stimul,14.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Они семеро переоденется в карнавальные костюмы.,2.0,2.0,quantifier,stimul,6.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Все из нас поможем с проведением экзаменов.,2.2,2.0,quantifier,stimul,3.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Они двое переночует в больших палатках.,2.090909090909091,2.0,quantifier,stimul,19.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Они шестеро приедет на утренних поездах.,1.2222222222222223,1.0,quantifier,stimul,5.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Шестеро из нас справятся с заменой лампочек.,5.2727272727272725,5.0,quantifier,stimul,11.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Мы все прикрепимся к новым поликлиникам.,6.0,6.0,quantifier,stimul,40.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Все из нас опубликуемся в научных журналах.,2.75,3.0,quantifier,stimul,2.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Мы пятеро побеседуют с очевидцами аварии.,1.6,2.0,quantifier,stimul,34.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Они все присоединятся к поисковым отрядам.,6.5,6.0,quantifier,stimul,28.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Двое из нас придёт на пятничную вечеринку.,3.5,4.0,quantifier,stimul,1.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Мы все уволимся с нынешних позиций.,4.666666666666667,5.0,quantifier,stimul,18.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Мы все выступят на студенческих конференциях.,2.6,3.0,quantifier,stimul,21.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы четверо отправятся в байдарочные походы.,2.0,2.0,quantifier,stimul,27.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы шестеро приедем на утренних поездах.,4.5,4.0,quantifier,stimul,5.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Они пятеро перезвонят по незнакомым номерам.,3.4,3.0,quantifier,stimul,22.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Мы семеро позаботятся о нужных продуктах.,2.75,3.0,quantifier,stimul,30.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Вы с Кириллом будете строго наказаны.,6.360824742268041,6.0,good,filler,,good,,,
Belova_2023_1,Мы пятеро перезвоним по незнакомым номерам.,5.375,5.0,quantifier,stimul,22.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Трое из нас прилетим в разные аэропорты.,1.4444444444444444,1.0,quantifier,stimul,8.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Все из них приедут на утренних поездах.,3.8333333333333335,4.0,quantifier,stimul,5.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Трое из нас прилетят в разные аэропорты.,6.5,6.0,quantifier,stimul,8.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Все из них вмешаются в важные переговоры.,3.333333333333333,3.0,quantifier,stimul,29.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Мы трое съездит в отдалённые деревни.,1.25,1.0,quantifier,stimul,20.0,"we, nom, 3sg",we,nom,3sg
