sentence,response,group,filler_type,type,sentence_id,lexicalization,condition,quant,strategy,pronoun,verb,author,response_round
Они шестеро приедут на утренних поездах.,4.2,M,,stimul,73,5.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,4.0
Они шестеро рассчитается с кредитными долгами.,2.333333333333333,O,,stimul,362,23.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они шестеро рассчитаются с кредитными долгами.,3.111111111111111,N,,stimul,361,23.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,3.0
Они шестеро справится с заменой лампочек.,2.75,C,,stimul,170,11.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,3.0
Они шестеро справятся с заменой лампочек.,3.2,B,,stimul,169,11.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,3.0
Пятеро из нас женимся в течение месяца.,1.5,O,,stimul,241,16.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,2.0
Пятеро из нас женится в течение месяца.,2.5,A,,stimul,243,16.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,2.0
Пятеро из нас женятся в течение месяца.,4.333333333333333,P,,stimul,242,16.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,4.0
Пятеро из нас искупаемся в крещенской проруби.,3.0,D,,stimul,49,4.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,3.0
Пятеро из нас искупается в крещенской проруби.,3.333333333333333,F,,stimul,51,4.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,3.0
Пятеро из нас искупаются в крещенской проруби.,6.181818181818182,E,,stimul,50,4.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,6.0
Пятеро из нас перезвоним по незнакомым номерам.,2.909090909090909,E,,stimul,337,22.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,3.0
Пятеро из нас перезвонит по незнакомым номерам.,2.0,G,,stimul,339,22.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,2.0
Пятеро из нас перезвонят по незнакомым номерам.,5.333333333333333,F,,stimul,338,22.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,5.0
Пятеро из нас побеседуем с очевидцами аварии.,3.5,A,,stimul,529,34.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,4.0
Пятеро из нас побеседует с очевидцами аварии.,5.75,C,,stimul,531,34.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,6.0
Пятеро из нас побеседуют с очевидцами аварии.,5.4,B,,stimul,530,34.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,5.0
Пятеро из нас пойдут на курсы вождения.,6.111111111111111,N,,stimul,722,46.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,6.0
Пятеро из нас пойдём на курсы вождения.,2.4,M,,stimul,721,46.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,2.0
Пятеро из нас пойдёт на курсы вождения.,2.1666666666666665,O,,stimul,723,46.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,2.0
Пятеро из нас прикрепимся к новым поликлиникам.,2.2,G,,stimul,625,40.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,2.0
Пятеро из нас прикрепится к новым поликлиникам.,4.5,I,,stimul,627,40.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,4.0
Пятеро из нас прикрепятся к новым поликлиникам.,6.0,H,,stimul,626,40.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,6.0
Пятеро из нас присоединимся к поисковым отрядам.,2.727272727272727,K,,stimul,433,28.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,3.0
Пятеро из нас присоединится к поисковым отрядам.,4.4,M,,stimul,435,28.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,4.0
Пятеро из нас присоединятся к поисковым отрядам.,6.5,L,,stimul,434,28.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,6.0
Пятеро из нас созвонимся с поставщиками продуктов.,3.0,I,,stimul,145,10.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,3.0
Пятеро из нас созвонится с поставщиками продуктов.,2.5454545454545454,K,,stimul,147,10.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,3.0
Пятеро из нас созвонятся с поставщиками продуктов.,6.375,J,,stimul,146,10.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,6.0
Пятеро из них женится в течение месяца.,3.75,C,,stimul,245,16.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,4.0
Пятеро из них женятся в течение месяца.,6.75,B,,stimul,244,16.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,7.0
Пятеро из них искупается в крещенской проруби.,2.5,H,,stimul,53,4.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,2.0
Пятеро из них искупаются в крещенской проруби.,6.0,G,,stimul,52,4.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,6.0
Пятеро из них перезвонит по незнакомым номерам.,5.25,I,,stimul,341,22.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,5.0
Пятеро из них перезвонят по незнакомым номерам.,5.8,H,,stimul,340,22.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,6.0
Пятеро из них побеседует с очевидцами аварии.,4.8,E,,stimul,533,34.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,5.0
Пятеро из них побеседуют с очевидцами аварии.,6.5,D,,stimul,532,34.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,6.0
Пятеро из них пойдут на курсы вождения.,5.333333333333333,P,,stimul,724,46.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,5.0
Пятеро из них пойдёт на курсы вождения.,2.333333333333333,A,,stimul,725,46.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,2.0
Пятеро из них прикрепится к новым поликлиникам.,3.0,K,,stimul,629,40.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,3.0
Пятеро из них прикрепятся к новым поликлиникам.,5.5,J,,stimul,628,40.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,6.0
Пятеро из них присоединится к поисковым отрядам.,2.5,O,,stimul,437,28.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,2.0
Пятеро из них присоединятся к поисковым отрядам.,5.0,N,,stimul,436,28.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,5.0
Пятеро из них созвонится с поставщиками продуктов.,3.0,M,,stimul,149,10.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,3.0
Пятеро из них созвонятся с поставщиками продуктов.,5.0,L,,stimul,148,10.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,5.0
Семеро из нас возьмутся за новые проекты.,6.375,J,,stimul,658,42.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,6.0
Семеро из нас возьмёмся за новые проекты.,4.0,I,,stimul,657,42.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,4.0
Семеро из нас возьмётся за новые проекты.,3.272727272727273,K,,stimul,659,42.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,3.0
Семеро из нас запишемся в спортивные секции.,2.8181818181818183,K,,stimul,177,12.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,3.0
Семеро из нас запишется в спортивные секции.,4.8,M,,stimul,179,12.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,5.0
Семеро из нас запишутся в спортивные секции.,6.75,L,,stimul,178,12.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,7.0
Семеро из нас объявим о скорых отставках.,1.5,C,,stimul,561,36.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,2.0
Семеро из нас объявит о скорых отставках.,3.090909090909091,E,,stimul,563,36.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,3.0
Семеро из нас объявят о скорых отставках.,6.5,D,,stimul,562,36.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,6.0
Семеро из нас отдохнут на южных курортах.,6.2,H,,stimul,370,24.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,6.0
Семеро из нас отдохнём на южных курортах.,1.8,G,,stimul,369,24.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,2.0
Семеро из нас отдохнёт на южных курортах.,5.75,I,,stimul,371,24.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,6.0
Семеро из нас переоденемся в карнавальные костюмы.,2.0,F,,stimul,81,6.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,2.0
Семеро из нас переоденется в карнавальные костюмы.,2.6,H,,stimul,83,6.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,3.0
Семеро из нас переоденутся в карнавальные костюмы.,6.6,G,,stimul,82,6.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,7.0
Семеро из нас позаботимся о нужных продуктах.,3.25,M,,stimul,465,30.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,3.0
Семеро из нас позаботится о нужных продуктах.,2.5,O,,stimul,467,30.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,2.0
Семеро из нас позаботятся о нужных продуктах.,5.0,N,,stimul,466,30.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,5.0
Семеро из нас поучаствуем в социальных опросах.,2.333333333333333,O,,stimul,753,48.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,2.0
Семеро из нас поучаствует в социальных опросах.,4.666666666666667,A,,stimul,755,48.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,5.0
Семеро из нас поучаствуют в социальных опросах.,5.0,P,,stimul,754,48.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,5.0
Семеро из нас уволимся с нынешних позиций.,1.6666666666666667,A,,stimul,273,18.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,2.0
Семеро из нас уволится с нынешних позиций.,3.0,C,,stimul,275,18.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,3.0
Семеро из нас уволятся с нынешних позиций.,5.6,B,,stimul,274,18.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,6.0
Семеро из них возьмутся за новые проекты.,6.5,L,,stimul,660,42.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,6.0
Семеро из них возьмётся за новые проекты.,1.4,M,,stimul,661,42.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,1.0
Семеро из них запишется в спортивные секции.,4.0,O,,stimul,181,12.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,4.0
Семеро из них запишутся в спортивные секции.,5.444444444444445,N,,stimul,180,12.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,5.0
Семеро из них объявит о скорых отставках.,1.5,G,,stimul,565,36.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,2.0
Семеро из них объявят о скорых отставках.,6.0,F,,stimul,564,36.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,6.0
Семеро из них отдохнут на южных курортах.,6.5,J,,stimul,372,24.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,6.0
Семеро из них отдохнёт на южных курортах.,3.4,K,,stimul,373,24.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,3.0
Семеро из них переоденется в карнавальные костюмы.,2.625,J,,stimul,85,6.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,3.0
Семеро из них переоденутся в карнавальные костюмы.,6.5,I,,stimul,84,6.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,6.0
Семеро из них позаботится о нужных продуктах.,3.0,A,,stimul,469,30.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,3.0
Семеро из них позаботятся о нужных продуктах.,4.666666666666667,P,,stimul,468,30.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,5.0
Семеро из них поучаствует в социальных опросах.,3.25,C,,stimul,757,48.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,3.0
Семеро из них поучаствуют в социальных опросах.,5.4,B,,stimul,756,48.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,5.0
Семеро из них уволится с нынешних позиций.,3.8181818181818175,E,,stimul,277,18.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,4.0
Семеро из них уволятся с нынешних позиций.,6.25,D,,stimul,276,18.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,6.0
Трое из нас вложатся в перспективные акции.,6.75,L,,stimul,690,44.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,7.0
Трое из нас вложимся в перспективные акции.,2.4545454545454546,K,,stimul,689,44.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,2.0
Трое из нас вложится в перспективные акции.,3.2,M,,stimul,691,44.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,3.0
Трое из нас опубликуемся в научных журналах.,3.0,B,,stimul,17,2.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,3.0
Трое из нас опубликуется в научных журналах.,4.166666666666667,F,,stimul,21,2.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,4.0
Трое из нас опубликуются в научных журналах.,6.25,C,,stimul,18,2.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,6.0
Трое из нас отметимся на проходной завода.,3.0,E,,stimul,593,38.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,3.0
Трое из нас отметится на проходной завода.,3.0,G,,stimul,595,38.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,3.0
Трое из нас отметятся на проходной завода.,6.0,F,,stimul,594,38.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,6.0
Трое из нас переедем в соседние страны.,2.5,O,,stimul,497,32.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,2.0
Трое из нас переедет в соседние страны.,2.6666666666666665,A,,stimul,499,32.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,3.0
Трое из нас переедут в соседние страны.,5.333333333333333,P,,stimul,498,32.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,5.0
Трое из нас покатаемся на двугорбых верблюдах.,2.75,I,,stimul,401,26.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,3.0
Трое из нас покатается на двугорбых верблюдах.,2.1875,M,,stimul,405,26.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,2.0
Трое из нас покатаются на двугорбых верблюдах.,6.125,J,,stimul,402,26.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,6.0
Трое из нас прилетим в разные аэропорты.,1.4444444444444444,H,,stimul,113,8.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,1.0
Трое из нас прилетит в разные аэропорты.,2.0,J,,stimul,115,8.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,2.0
Трое из нас прилетят в разные аэропорты.,6.5,I,,stimul,114,8.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,6.0
Трое из нас согласимся на предложения конкурентов.,1.8,M,,stimul,209,14.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,2.0
Трое из нас согласится на предложения конкурентов.,2.1666666666666665,O,,stimul,211,14.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,2.0
Трое из нас согласятся на предложения конкурентов.,5.555555555555555,N,,stimul,210,14.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,6.0
Трое из нас съездим в отдалённые деревни.,2.25,C,,stimul,305,20.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,2.0
Трое из нас съездит в отдалённые деревни.,3.4,E,,stimul,307,20.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,3.0
Трое из нас съездят в отдалённые деревни.,6.5,D,,stimul,306,20.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,6.0
Трое из них вложатся в перспективные акции.,5.777777777777778,N,,stimul,692,44.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,6.0
Трое из них вложится в перспективные акции.,3.1666666666666665,O,,stimul,693,44.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,3.0
Трое из них опубликуются в научных журналах.,6.090909090909091,E,,stimul,20,2.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,6.0
Трое из них отметится на проходной завода.,3.5,I,,stimul,597,38.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,4.0
Трое из них отметятся на проходной завода.,5.7,H,,stimul,596,38.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,6.0
Трое из них переедет в соседние страны.,3.25,C,,stimul,501,32.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,3.0
Трое из них переедут в соседние страны.,6.4,B,,stimul,500,32.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,6.0
Трое из них покатаются на двугорбых верблюдах.,6.75,L,,stimul,404,26.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,7.0
Трое из них прилетит в разные аэропорты.,3.0,L,,stimul,117,8.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,3.0
Трое из них прилетят в разные аэропорты.,5.090909090909091,K,,stimul,116,8.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,5.0
Трое из них согласится на предложения конкурентов.,4.2,A,,stimul,213,14.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,4.0
Трое из них согласятся на предложения конкурентов.,4.666666666666667,P,,stimul,212,14.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,5.0
Трое из них съездит в отдалённые деревни.,2.2,G,,stimul,309,20.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,2.0
Трое из них съездят в отдалённые деревни.,5.666666666666667,F,,stimul,308,20.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,6.0
Четверо из нас вернутся в гостиничные номера.,5.833333333333333,O,,stimul,226,15.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,6.0
Четверо из нас вернёмся в гостиничные номера.,2.0,N,,stimul,225,15.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,2.0
Четверо из нас вернётся в гостиничные номера.,2.6666666666666665,P,,stimul,227,15.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,3.0
Четверо из нас выступим на студенческих конференциях.,3.0,D,,stimul,321,21.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,3.0
Четверо из нас выступит на студенческих конференциях.,2.333333333333333,F,,stimul,323,21.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,2.0
Четверо из нас выступят на студенческих конференциях.,6.2727272727272725,E,,stimul,322,21.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,6.0
Четверо из нас извинимся за допущенные ошибки.,4.25,L,,stimul,705,45.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,4.0
Четверо из нас извинится за допущенные ошибки.,2.7777777777777777,N,,stimul,707,45.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,3.0
Четверо из нас извинятся за допущенные ошибки.,6.4,M,,stimul,706,45.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,6.0
Четверо из нас отправимся в байдарочные походы.,1.875,J,,stimul,417,27.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,2.0
Четверо из нас отправится в байдарочные походы.,3.5,L,,stimul,419,27.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,4.0
Четверо из нас отправятся в байдарочные походы.,5.2727272727272725,K,,stimul,418,27.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,5.0
Четверо из нас познакомимся с артистами спектакля.,4.333333333333333,P,,stimul,513,33.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,4.0
Четверо из нас познакомится с артистами спектакля.,3.8,B,,stimul,515,33.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,4.0
Четверо из нас познакомятся с артистами спектакля.,5.833333333333333,A,,stimul,514,33.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,6.0
Четверо из нас помогут с проведением экзаменов.,6.5,D,,stimul,34,3.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,6.0
Четверо из нас поможем с проведением экзаменов.,1.5,C,,stimul,33,3.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,2.0
Четверо из нас поможет с проведением экзаменов.,2.4545454545454546,E,,stimul,35,3.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,2.0
Четверо из нас разберутся со сломанными телефонами.,5.428571428571429,J,,stimul,130,9.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,5.0
Четверо из нас разберёмся со сломанными телефонами.,3.75,I,,stimul,129,9.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,4.0
Четверо из нас разберётся со сломанными телефонами.,2.7,K,,stimul,131,9.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,3.0
Четверо из нас сядем за первые парты.,4.666666666666667,F,,stimul,609,39.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,5.0
Четверо из нас сядет за первые парты.,4.1,H,,stimul,611,39.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,4.0
Четверо из нас сядут за первые парты.,6.2,G,,stimul,610,39.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,6.0
Четверо из них вернутся в гостиничные номера.,6.166666666666667,A,,stimul,228,15.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,6.0
Четверо из них вернётся в гостиничные номера.,2.5,B,,stimul,229,15.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,2.0
Четверо из них выступит на студенческих конференциях.,3.111111111111111,H,,stimul,325,21.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,3.0
Четверо из них выступят на студенческих конференциях.,6.4,G,,stimul,324,21.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,6.0
Четверо из них извинится за допущенные ошибки.,3.333333333333333,P,,stimul,709,45.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,3.0
Четверо из них извинятся за допущенные ошибки.,5.666666666666667,O,,stimul,708,45.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,6.0
Четверо из них отправится в байдарочные походы.,4.666666666666667,N,,stimul,421,27.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,5.0
Четверо из них отправятся в байдарочные походы.,6.4,M,,stimul,420,27.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,6.0
Четверо из них познакомится с артистами спектакля.,2.25,D,,stimul,517,33.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,2.0
Четверо из них познакомятся с артистами спектакля.,6.75,C,,stimul,516,33.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,7.0
Четверо из них помогут с проведением экзаменов.,5.5,F,,stimul,36,3.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,6.0
Четверо из них поможет с проведением экзаменов.,2.6,G,,stimul,37,3.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,3.0
Четверо из них разберутся со сломанными телефонами.,6.75,L,,stimul,132,9.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,7.0
Четверо из них разберётся со сломанными телефонами.,3.0,M,,stimul,133,9.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,3.0
Четверо из них сядет за первые парты.,2.571428571428572,J,,stimul,613,39.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,3.0
Четверо из них сядут за первые парты.,3.5,I,,stimul,612,39.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,4.0
Шестеро из нас вмешаемся в важные переговоры.,4.25,L,,stimul,449,29.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,4.0
Шестеро из нас вмешается в важные переговоры.,2.333333333333333,N,,stimul,451,29.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,2.0
Шестеро из нас вмешаются в важные переговоры.,3.6,M,,stimul,450,29.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,4.0
Шестеро из нас ответим за поломанные инструменты.,4.0,B,,stimul,545,35.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,4.0
Шестеро из нас ответит за поломанные инструменты.,1.25,D,,stimul,547,35.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,1.0
Шестеро из нас ответят за поломанные инструменты.,6.75,C,,stimul,546,35.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,7.0
Шестеро из нас подметут в учебных кабинетах.,4.5,I,,stimul,642,41.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,4.0
Шестеро из нас подметём в учебных кабинетах.,1.7,H,,stimul,641,41.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,2.0
Шестеро из нас подметёт в учебных кабинетах.,2.571428571428572,J,,stimul,643,41.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,3.0
Шестеро из нас поступим в столичные вузы.,2.0,P,,stimul,257,17.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,2.0
Шестеро из нас поступит в столичные вузы.,4.5,B,,stimul,259,17.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,4.0
Шестеро из нас поступят в столичные вузы.,5.333333333333333,A,,stimul,258,17.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,5.0
Шестеро из нас приберутся в старых кладовках.,5.833333333333333,O,,stimul,738,47.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,6.0
Шестеро из нас приберёмся в старых кладовках.,2.333333333333333,N,,stimul,737,47.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,2.0
Шестеро из нас приберётся в старых кладовках.,2.6666666666666665,P,,stimul,739,47.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,3.0
Шестеро из нас приедем на утренних поездах.,2.636363636363636,E,,stimul,65,5.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,3.0
Шестеро из нас приедет на утренних поездах.,2.2,G,,stimul,67,5.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,2.0
Шестеро из нас приедут на утренних поездах.,5.0,F,,stimul,66,5.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,5.0
