sentence,response,group,filler_type,type,sentence_id,lexicalization,condition,quant,strategy,pronoun,verb,author,response_round
На пятничную вечеринку придут мы двое.,2.0,G,,stimul,7,1.0,dvoje.nom.my.3pl,dvoje,nom,my,3pl,Belova_2023_2,2.0
На пятничную вечеринку придут они все.,4.777777777777778,P,,stimul,16,1.0,vse.oni.nom.3pl,vse,oni,nom,3pl,Belova_2023_2,5.0
На пятничную вечеринку придут они двое.,3.4444444444444446,I,,stimul,9,1.0,dvoje.nom.oni.3pl,dvoje,nom,oni,3pl,Belova_2023_2,3.0
На пятничную вечеринку придём все из нас.,2.2222222222222223,K,,stimul,11,1.0,vse.elect.my.1pl,vse,elect,my,1pl,Belova_2023_2,2.0
На пятничную вечеринку придём двое из нас.,3.0,A,,stimul,1,1.0,dvoje.elect.my.1pl,dvoje,elect,my,1pl,Belova_2023_2,3.0
На пятничную вечеринку придём мы все.,4.0,N,,stimul,14,1.0,vse.nom.my.1pl,vse,nom,my,1pl,Belova_2023_2,4.0
На пятничную вечеринку придём мы двое.,3.0,F,,stimul,6,1.0,dvoje.nom.my.1pl,dvoje,nom,my,1pl,Belova_2023_2,3.0
На пятничную вечеринку придёт двое из нас.,5.555555555555555,C,,stimul,3,1.0,dvoje.elect.my.3sg,dvoje,elect,my,3sg,Belova_2023_2,6.0
На пятничную вечеринку придёт двое из них.,4.111111111111111,E,,stimul,5,1.0,dvoje.elect.oni.3sg,dvoje,elect,oni,3sg,Belova_2023_2,4.0
На пятничную вечеринку придёт мы двое.,1.75,H,,stimul,8,1.0,dvoje.nom.my.3sg,dvoje,nom,my,3sg,Belova_2023_2,2.0
На пятничную вечеринку придёт они двое.,1.5555555555555556,J,,stimul,10,1.0,dvoje.nom.oni.3sg,dvoje,nom,oni,3sg,Belova_2023_2,2.0
На студенческих конференциях выступим все из нас.,2.7777777777777777,K,,stimul,331,21.0,vse.elect.my.1pl,vse,elect,my,1pl,Belova_2023_2,3.0
На студенческих конференциях выступим мы все.,4.125,N,,stimul,334,21.0,vse.nom.my.1pl,vse,nom,my,1pl,Belova_2023_2,4.0
На студенческих конференциях выступим мы четверо.,4.625,F,,stimul,326,21.0,dvoje.nom.my.1pl,dvoje,nom,my,1pl,Belova_2023_2,5.0
На студенческих конференциях выступим четверо из нас.,2.7777777777777777,A,,stimul,321,21.0,dvoje.elect.my.1pl,dvoje,elect,my,1pl,Belova_2023_2,3.0
На студенческих конференциях выступит мы четверо.,1.875,H,,stimul,328,21.0,dvoje.nom.my.3sg,dvoje,nom,my,3sg,Belova_2023_2,2.0
На студенческих конференциях выступит они четверо.,1.5555555555555556,J,,stimul,330,21.0,dvoje.nom.oni.3sg,dvoje,nom,oni,3sg,Belova_2023_2,2.0
На студенческих конференциях выступит четверо из нас.,5.777777777777778,C,,stimul,323,21.0,dvoje.elect.my.3sg,dvoje,elect,my,3sg,Belova_2023_2,6.0
На студенческих конференциях выступит четверо из них.,3.4444444444444446,E,,stimul,325,21.0,dvoje.elect.oni.3sg,dvoje,elect,oni,3sg,Belova_2023_2,3.0
На студенческих конференциях выступят все из нас.,4.222222222222222,L,,stimul,332,21.0,vse.elect.my.3pl,vse,elect,my,3pl,Belova_2023_2,4.0
На студенческих конференциях выступят все из них.,4.111111111111111,M,,stimul,333,21.0,vse.elect.oni.3pl,vse,elect,oni,3pl,Belova_2023_2,4.0
На студенческих конференциях выступят мы все.,2.875,O,,stimul,335,21.0,vse.nom.my.3pl,vse,nom,my,3pl,Belova_2023_2,3.0
На студенческих конференциях выступят мы четверо.,2.0,G,,stimul,327,21.0,dvoje.nom.my.3pl,dvoje,nom,my,3pl,Belova_2023_2,2.0
На студенческих конференциях выступят они все.,3.7777777777777777,P,,stimul,336,21.0,vse.oni.nom.3pl,vse,oni,nom,3pl,Belova_2023_2,4.0
На студенческих конференциях выступят они четверо.,2.888888888888889,I,,stimul,329,21.0,dvoje.nom.oni.3pl,dvoje,nom,oni,3pl,Belova_2023_2,3.0
На студенческих конференциях выступят четверо из нас.,5.888888888888889,B,,stimul,322,21.0,dvoje.elect.my.3pl,dvoje,elect,my,3pl,Belova_2023_2,6.0
На студенческих конференциях выступят четверо из них.,5.666666666666667,D,,stimul,324,21.0,dvoje.elect.oni.3pl,dvoje,elect,oni,3pl,Belova_2023_2,6.0
На утренних поездах приедем все из нас.,2.111111111111111,K,,stimul,75,5.0,vse.elect.my.1pl,vse,elect,my,1pl,Belova_2023_2,2.0
На утренних поездах приедем мы все.,4.375,N,,stimul,78,5.0,vse.nom.my.1pl,vse,nom,my,1pl,Belova_2023_2,4.0
На утренних поездах приедем мы шестро.,2.875,F,,stimul,70,5.0,dvoje.nom.my.1pl,dvoje,nom,my,1pl,Belova_2023_2,3.0
На утренних поездах приедем шестеро из нас.,2.111111111111111,A,,stimul,65,5.0,dvoje.elect.my.1pl,dvoje,elect,my,1pl,Belova_2023_2,2.0
На утренних поездах приедет мы шестеро.,2.125,H,,stimul,72,5.0,dvoje.nom.my.3sg,dvoje,nom,my,3sg,Belova_2023_2,2.0
На утренних поездах приедет они шестеро.,1.25,J,,stimul,74,5.0,dvoje.nom.oni.3sg,dvoje,nom,oni,3sg,Belova_2023_2,1.0
На утренних поездах приедет шестро из нас.,4.444444444444445,C,,stimul,67,5.0,dvoje.elect.my.3sg,dvoje,elect,my,3sg,Belova_2023_2,4.0
На утренних поездах приедет шестро из них.,3.2222222222222223,E,,stimul,69,5.0,dvoje.elect.oni.3sg,dvoje,elect,oni,3sg,Belova_2023_2,3.0
На утренних поездах приедут все из нас.,2.333333333333333,L,,stimul,76,5.0,vse.elect.my.3pl,vse,elect,my,3pl,Belova_2023_2,2.0
На утренних поездах приедут все из них.,3.625,M,,stimul,77,5.0,vse.elect.oni.3pl,vse,elect,oni,3pl,Belova_2023_2,4.0
На утренних поездах приедут мы все.,2.2857142857142856,O,,stimul,79,5.0,vse.nom.my.3pl,vse,nom,my,3pl,Belova_2023_2,2.0
На утренних поездах приедут мы шестеро.,1.9,G,,stimul,71,5.0,dvoje.nom.my.3pl,dvoje,nom,my,3pl,Belova_2023_2,2.0
На утренних поездах приедут они все.,3.5,P,,stimul,80,5.0,vse.oni.nom.3pl,vse,oni,nom,3pl,Belova_2023_2,4.0
На утренних поездах приедут они шестеро.,2.888888888888889,I,,stimul,73,5.0,dvoje.nom.oni.3pl,dvoje,nom,oni,3pl,Belova_2023_2,3.0
На утренних поездах приедут шестеро из нас.,5.333333333333333,B,,stimul,66,5.0,dvoje.elect.my.3pl,dvoje,elect,my,3pl,Belova_2023_2,5.0
На утренних поездах приедут шестеро из них.,6.111111111111111,D,,stimul,68,5.0,dvoje.elect.oni.3pl,dvoje,elect,oni,3pl,Belova_2023_2,6.0
На южных курортах отдохнут все из нас.,4.111111111111111,L,,stimul,380,24.0,vse.elect.my.3pl,vse,elect,my,3pl,Belova_2023_2,4.0
На южных курортах отдохнут все из них.,4.111111111111111,M,,stimul,381,24.0,vse.elect.oni.3pl,vse,elect,oni,3pl,Belova_2023_2,4.0
На южных курортах отдохнут мы все.,3.0,O,,stimul,383,24.0,vse.nom.my.3pl,vse,nom,my,3pl,Belova_2023_2,3.0
На южных курортах отдохнут мы семеро.,1.9,G,,stimul,375,24.0,dvoje.nom.my.3pl,dvoje,nom,my,3pl,Belova_2023_2,2.0
На южных курортах отдохнут они все.,4.444444444444445,P,,stimul,384,24.0,vse.oni.nom.3pl,vse,oni,nom,3pl,Belova_2023_2,4.0
На южных курортах отдохнут они семеро.,3.2222222222222223,I,,stimul,377,24.0,dvoje.nom.oni.3pl,dvoje,nom,oni,3pl,Belova_2023_2,3.0
На южных курортах отдохнут семеро из нас.,6.222222222222222,B,,stimul,370,24.0,dvoje.elect.my.3pl,dvoje,elect,my,3pl,Belova_2023_2,6.0
На южных курортах отдохнут семеро из них.,5.444444444444445,D,,stimul,372,24.0,dvoje.elect.oni.3pl,dvoje,elect,oni,3pl,Belova_2023_2,5.0
На южных курортах отдохнём все из нас.,2.555555555555556,K,,stimul,379,24.0,vse.elect.my.1pl,vse,elect,my,1pl,Belova_2023_2,3.0
На южных курортах отдохнём мы все.,3.5,N,,stimul,382,24.0,vse.nom.my.1pl,vse,nom,my,1pl,Belova_2023_2,4.0
На южных курортах отдохнём мы семеро.,4.5,F,,stimul,374,24.0,dvoje.nom.my.1pl,dvoje,nom,my,1pl,Belova_2023_2,4.0
На южных курортах отдохнём семеро из нас.,1.875,A,,stimul,369,24.0,dvoje.elect.my.1pl,dvoje,elect,my,1pl,Belova_2023_2,2.0
На южных курортах отдохнёт мы семеро.,2.5,H,,stimul,376,24.0,dvoje.nom.my.3sg,dvoje,nom,my,3sg,Belova_2023_2,2.0
На южных курортах отдохнёт они семеро.,1.2222222222222223,J,,stimul,378,24.0,dvoje.nom.oni.3sg,dvoje,nom,oni,3sg,Belova_2023_2,1.0
На южных курортах отдохнёт семеро из нас.,5.0,C,,stimul,371,24.0,dvoje.elect.my.3sg,dvoje,elect,my,3sg,Belova_2023_2,5.0
На южных курортах отдохнёт семеро из них.,4.333333333333333,E,,stimul,373,24.0,dvoje.elect.oni.3sg,dvoje,elect,oni,3sg,Belova_2023_2,4.0
О нужных продуктах позаботимся все из нас.,2.333333333333333,K,,stimul,475,30.0,vse.elect.my.1pl,vse,elect,my,1pl,Belova_2023_2,2.0
О нужных продуктах позаботимся мы все.,5.25,N,,stimul,478,30.0,vse.nom.my.1pl,vse,nom,my,1pl,Belova_2023_2,5.0
О нужных продуктах позаботимся мы семеро.,4.625,F,,stimul,470,30.0,dvoje.nom.my.1pl,dvoje,nom,my,1pl,Belova_2023_2,5.0
О нужных продуктах позаботимся семеро из нас.,2.333333333333333,A,,stimul,465,30.0,dvoje.elect.my.1pl,dvoje,elect,my,1pl,Belova_2023_2,2.0
О нужных продуктах позаботится мы семеро.,1.875,H,,stimul,472,30.0,dvoje.nom.my.3sg,dvoje,nom,my,3sg,Belova_2023_2,2.0
О нужных продуктах позаботится они семеро.,1.6666666666666667,J,,stimul,474,30.0,dvoje.nom.oni.3sg,dvoje,nom,oni,3sg,Belova_2023_2,2.0
О нужных продуктах позаботится семеро из нас.,4.444444444444445,C,,stimul,467,30.0,dvoje.elect.my.3sg,dvoje,elect,my,3sg,Belova_2023_2,4.0
О нужных продуктах позаботится семеро из них.,4.555555555555555,E,,stimul,469,30.0,dvoje.elect.oni.3sg,dvoje,elect,oni,3sg,Belova_2023_2,5.0
О нужных продуктах позаботятся все из нас.,3.333333333333333,L,,stimul,476,30.0,vse.elect.my.3pl,vse,elect,my,3pl,Belova_2023_2,3.0
О нужных продуктах позаботятся все из них.,4.111111111111111,M,,stimul,477,30.0,vse.elect.oni.3pl,vse,elect,oni,3pl,Belova_2023_2,4.0
О нужных продуктах позаботятся мы все.,2.5,O,,stimul,479,30.0,vse.nom.my.3pl,vse,nom,my,3pl,Belova_2023_2,2.0
О нужных продуктах позаботятся мы семеро.,2.5,G,,stimul,471,30.0,dvoje.nom.my.3pl,dvoje,nom,my,3pl,Belova_2023_2,2.0
О нужных продуктах позаботятся они все.,4.571428571428571,P,,stimul,480,30.0,vse.oni.nom.3pl,vse,oni,nom,3pl,Belova_2023_2,5.0
О нужных продуктах позаботятся они семеро.,3.4444444444444446,I,,stimul,473,30.0,dvoje.nom.oni.3pl,dvoje,nom,oni,3pl,Belova_2023_2,3.0
О нужных продуктах позаботятся семеро из нас.,5.777777777777778,B,,stimul,466,30.0,dvoje.elect.my.3pl,dvoje,elect,my,3pl,Belova_2023_2,6.0
О нужных продуктах позаботятся семеро из них.,5.888888888888889,D,,stimul,468,30.0,dvoje.elect.oni.3pl,dvoje,elect,oni,3pl,Belova_2023_2,6.0
О скорых отставках объявим все из нас.,2.6666666666666665,K,,stimul,571,36.0,vse.elect.my.1pl,vse,elect,my,1pl,Belova_2023_2,3.0
О скорых отставках объявим мы все.,4.25,N,,stimul,574,36.0,vse.nom.my.1pl,vse,nom,my,1pl,Belova_2023_2,4.0
О скорых отставках объявим мы семеро.,4.625,F,,stimul,566,36.0,dvoje.nom.my.1pl,dvoje,nom,my,1pl,Belova_2023_2,5.0
О скорых отставках объявим семеро из нас.,2.555555555555556,A,,stimul,561,36.0,dvoje.elect.my.1pl,dvoje,elect,my,1pl,Belova_2023_2,3.0
О скорых отставках объявит мы семеро.,1.75,H,,stimul,568,36.0,dvoje.nom.my.3sg,dvoje,nom,my,3sg,Belova_2023_2,2.0
О скорых отставках объявит они семеро.,1.7777777777777777,J,,stimul,570,36.0,dvoje.nom.oni.3sg,dvoje,nom,oni,3sg,Belova_2023_2,2.0
О скорых отставках объявит семеро из нас.,4.666666666666667,C,,stimul,563,36.0,dvoje.elect.my.3sg,dvoje,elect,my,3sg,Belova_2023_2,5.0
О скорых отставках объявит семеро из них.,3.888888888888889,E,,stimul,565,36.0,dvoje.elect.oni.3sg,dvoje,elect,oni,3sg,Belova_2023_2,4.0
О скорых отставках объявят все из нас.,3.2222222222222223,L,,stimul,572,36.0,vse.elect.my.3pl,vse,elect,my,3pl,Belova_2023_2,3.0
О скорых отставках объявят все из них.,3.7777777777777777,M,,stimul,573,36.0,vse.elect.oni.3pl,vse,elect,oni,3pl,Belova_2023_2,4.0
О скорых отставках объявят мы все.,2.375,O,,stimul,575,36.0,vse.nom.my.3pl,vse,nom,my,3pl,Belova_2023_2,2.0
О скорых отставках объявят мы семеро.,1.8,G,,stimul,567,36.0,dvoje.nom.my.3pl,dvoje,nom,my,3pl,Belova_2023_2,2.0
О скорых отставках объявят они все.,3.4444444444444446,P,,stimul,576,36.0,vse.oni.nom.3pl,vse,oni,nom,3pl,Belova_2023_2,3.0
О скорых отставках объявят они семеро.,2.6666666666666665,I,,stimul,569,36.0,dvoje.nom.oni.3pl,dvoje,nom,oni,3pl,Belova_2023_2,3.0
О скорых отставках объявят семеро из нас.,4.777777777777778,B,,stimul,562,36.0,dvoje.elect.my.3pl,dvoje,elect,my,3pl,Belova_2023_2,5.0
О скорых отставках объявят семеро из них.,5.777777777777778,D,,stimul,564,36.0,dvoje.elect.oni.3pl,dvoje,elect,oni,3pl,Belova_2023_2,6.0
Петя с Кириллом вдвоём помоют полы.,5.785714285714286,Fil,good,filler,780,,,,,,,Belova_2023_2,6.0
По незнакомым номерам перезвоним все из нас.,2.555555555555556,K,,stimul,347,22.0,vse.elect.my.1pl,vse,elect,my,1pl,Belova_2023_2,3.0
По незнакомым номерам перезвоним мы все.,3.0,N,,stimul,350,22.0,vse.nom.my.1pl,vse,nom,my,1pl,Belova_2023_2,3.0
По незнакомым номерам перезвоним мы пятеро.,3.625,F,,stimul,342,22.0,dvoje.nom.my.1pl,dvoje,nom,my,1pl,Belova_2023_2,4.0
По незнакомым номерам перезвоним пятеро из нас.,2.0,A,,stimul,337,22.0,dvoje.elect.my.1pl,dvoje,elect,my,1pl,Belova_2023_2,2.0
По незнакомым номерам перезвонит мы пятеро.,1.75,H,,stimul,344,22.0,dvoje.nom.my.3sg,dvoje,nom,my,3sg,Belova_2023_2,2.0
По незнакомым номерам перезвонит они пятеро.,1.6666666666666667,J,,stimul,346,22.0,dvoje.nom.oni.3sg,dvoje,nom,oni,3sg,Belova_2023_2,2.0
По незнакомым номерам перезвонит пятеро из нас.,4.555555555555555,C,,stimul,339,22.0,dvoje.elect.my.3sg,dvoje,elect,my,3sg,Belova_2023_2,5.0
По незнакомым номерам перезвонит пятеро из них.,3.75,E,,stimul,341,22.0,dvoje.elect.oni.3sg,dvoje,elect,oni,3sg,Belova_2023_2,4.0
По незнакомым номерам перезвонят все из нас.,3.375,L,,stimul,348,22.0,vse.elect.my.3pl,vse,elect,my,3pl,Belova_2023_2,3.0
По незнакомым номерам перезвонят мы все.,1.875,O,,stimul,351,22.0,vse.nom.my.3pl,vse,nom,my,3pl,Belova_2023_2,2.0
По незнакомым номерам перезвонят мы пятеро.,1.8,G,,stimul,343,22.0,dvoje.nom.my.3pl,dvoje,nom,my,3pl,Belova_2023_2,2.0
По незнакомым номерам перезвонят они все.,3.588235294117647,P,,stimul,352,22.0,vse.oni.nom.3pl,vse,oni,nom,3pl,Belova_2023_2,4.0
По незнакомым номерам перезвонят они пятеро.,2.25,I,,stimul,345,22.0,dvoje.nom.oni.3pl,dvoje,nom,oni,3pl,Belova_2023_2,2.0
По незнакомым номерам перезвонят пятеро из нас.,5.444444444444445,B,,stimul,338,22.0,dvoje.elect.my.3pl,dvoje,elect,my,3pl,Belova_2023_2,5.0
По незнакомым номерам перезвонят пятеро из них.,5.111111111111111,D,,stimul,340,22.0,dvoje.elect.oni.3pl,dvoje,elect,oni,3pl,Belova_2023_2,5.0
Пятеро малышей сделают подарки для воспитательница.,2.271428571428572,Fil,bad,filler,809,,,,,,,Belova_2023_2,2.0
Пятеро писателей выпустят сборником рассказов.,2.4,Fil,bad,filler,815,,,,,,,Belova_2023_2,2.0
Пятерых погорельцев переселят в новый дом.,6.107142857142857,Fil,good,filler,785,,,,,,,Belova_2023_2,6.0
С артистами спектакля познакомимся все из нас.,2.555555555555556,K,,stimul,523,33.0,vse.elect.my.1pl,vse,elect,my,1pl,Belova_2023_2,3.0
С артистами спектакля познакомимся мы все.,4.375,N,,stimul,526,33.0,vse.nom.my.1pl,vse,nom,my,1pl,Belova_2023_2,4.0
С артистами спектакля познакомимся мы четверо.,4.75,F,,stimul,518,33.0,dvoje.nom.my.1pl,dvoje,nom,my,1pl,Belova_2023_2,5.0
С артистами спектакля познакомимся четверо из нас.,2.333333333333333,A,,stimul,513,33.0,dvoje.elect.my.1pl,dvoje,elect,my,1pl,Belova_2023_2,2.0
С артистами спектакля познакомится мы четверо.,1.875,H,,stimul,520,33.0,dvoje.nom.my.3sg,dvoje,nom,my,3sg,Belova_2023_2,2.0
С артистами спектакля познакомится они четверо.,2.0,J,,stimul,522,33.0,dvoje.nom.oni.3sg,dvoje,nom,oni,3sg,Belova_2023_2,2.0
С артистами спектакля познакомится четверо из нас.,5.444444444444445,C,,stimul,515,33.0,dvoje.elect.my.3sg,dvoje,elect,my,3sg,Belova_2023_2,5.0
С артистами спектакля познакомится четверо из них.,4.222222222222222,E,,stimul,517,33.0,dvoje.elect.oni.3sg,dvoje,elect,oni,3sg,Belova_2023_2,4.0
С артистами спектакля познакомятся все из нас.,3.6666666666666665,L,,stimul,524,33.0,vse.elect.my.3pl,vse,elect,my,3pl,Belova_2023_2,4.0
С артистами спектакля познакомятся все из них.,4.25,M,,stimul,525,33.0,vse.elect.oni.3pl,vse,elect,oni,3pl,Belova_2023_2,4.0
С артистами спектакля познакомятся мы все.,2.5,O,,stimul,527,33.0,vse.nom.my.3pl,vse,nom,my,3pl,Belova_2023_2,2.0
С артистами спектакля познакомятся мы четверо.,2.4,G,,stimul,519,33.0,dvoje.nom.my.3pl,dvoje,nom,my,3pl,Belova_2023_2,2.0
С артистами спектакля познакомятся они все.,4.666666666666667,P,,stimul,528,33.0,vse.oni.nom.3pl,vse,oni,nom,3pl,Belova_2023_2,5.0
С артистами спектакля познакомятся они четверо.,3.6666666666666665,I,,stimul,521,33.0,dvoje.nom.oni.3pl,dvoje,nom,oni,3pl,Belova_2023_2,4.0
С артистами спектакля познакомятся четверо из нас.,5.666666666666667,B,,stimul,514,33.0,dvoje.elect.my.3pl,dvoje,elect,my,3pl,Belova_2023_2,6.0
С артистами спектакля познакомятся четверо из них.,5.888888888888889,D,,stimul,516,33.0,dvoje.elect.oni.3pl,dvoje,elect,oni,3pl,Belova_2023_2,6.0
С заменой лампочек справимся все из нас.,2.555555555555556,K,,stimul,171,11.0,vse.elect.my.1pl,vse,elect,my,1pl,Belova_2023_2,3.0
С заменой лампочек справимся мы все.,4.625,N,,stimul,174,11.0,vse.nom.my.1pl,vse,nom,my,1pl,Belova_2023_2,5.0
С заменой лампочек справимся мы шестеро.,3.875,F,,stimul,166,11.0,dvoje.nom.my.1pl,dvoje,nom,my,1pl,Belova_2023_2,4.0
С заменой лампочек справимся шестеро из нас.,2.555555555555556,A,,stimul,161,11.0,dvoje.elect.my.1pl,dvoje,elect,my,1pl,Belova_2023_2,3.0
С заменой лампочек справится мы шестеро.,2.0,H,,stimul,168,11.0,dvoje.nom.my.3sg,dvoje,nom,my,3sg,Belova_2023_2,2.0
С заменой лампочек справится они шестеро.,1.7777777777777777,J,,stimul,170,11.0,dvoje.nom.oni.3sg,dvoje,nom,oni,3sg,Belova_2023_2,2.0
С заменой лампочек справится шестеро из нас.,5.333333333333333,C,,stimul,163,11.0,dvoje.elect.my.3sg,dvoje,elect,my,3sg,Belova_2023_2,5.0
С заменой лампочек справится шестеро из них.,3.888888888888889,E,,stimul,165,11.0,dvoje.elect.oni.3sg,dvoje,elect,oni,3sg,Belova_2023_2,4.0
С заменой лампочек справятся все из нас.,4.111111111111111,L,,stimul,172,11.0,vse.elect.my.3pl,vse,elect,my,3pl,Belova_2023_2,4.0
С заменой лампочек справятся все из них.,4.444444444444445,M,,stimul,173,11.0,vse.elect.oni.3pl,vse,elect,oni,3pl,Belova_2023_2,4.0
С заменой лампочек справятся мы все.,2.625,O,,stimul,175,11.0,vse.nom.my.3pl,vse,nom,my,3pl,Belova_2023_2,3.0
С заменой лампочек справятся мы шестеро.,1.7,G,,stimul,167,11.0,dvoje.nom.my.3pl,dvoje,nom,my,3pl,Belova_2023_2,2.0
С заменой лампочек справятся они все.,4.0,P,,stimul,176,11.0,vse.oni.nom.3pl,vse,oni,nom,3pl,Belova_2023_2,4.0
С заменой лампочек справятся они шестеро.,3.2222222222222223,I,,stimul,169,11.0,dvoje.nom.oni.3pl,dvoje,nom,oni,3pl,Belova_2023_2,3.0
С заменой лампочек справятся шестеро из нас.,5.777777777777778,B,,stimul,162,11.0,dvoje.elect.my.3pl,dvoje,elect,my,3pl,Belova_2023_2,6.0
С заменой лампочек справятся шестеро из них.,5.555555555555555,D,,stimul,164,11.0,dvoje.elect.oni.3pl,dvoje,elect,oni,3pl,Belova_2023_2,6.0
С кредитными долгами рассчитаемся все из нас.,2.6666666666666665,K,,stimul,363,23.0,vse.elect.my.1pl,vse,elect,my,1pl,Belova_2023_2,3.0
С кредитными долгами рассчитаемся мы все.,4.125,N,,stimul,366,23.0,vse.nom.my.1pl,vse,nom,my,1pl,Belova_2023_2,4.0
С кредитными долгами рассчитаемся мы шестеро.,2.625,F,,stimul,358,23.0,dvoje.nom.my.1pl,dvoje,nom,my,1pl,Belova_2023_2,3.0
С кредитными долгами рассчитаемся шестеро из нас.,2.7777777777777777,A,,stimul,353,23.0,dvoje.elect.my.1pl,dvoje,elect,my,1pl,Belova_2023_2,3.0
С кредитными долгами рассчитается мы шестеро.,2.0,H,,stimul,360,23.0,dvoje.nom.my.3sg,dvoje,nom,my,3sg,Belova_2023_2,2.0
С кредитными долгами рассчитается они шестеро.,1.2222222222222223,J,,stimul,362,23.0,dvoje.nom.oni.3sg,dvoje,nom,oni,3sg,Belova_2023_2,1.0
С кредитными долгами рассчитается шестеро из нас.,4.875,C,,stimul,355,23.0,dvoje.elect.my.3sg,dvoje,elect,my,3sg,Belova_2023_2,5.0
С кредитными долгами рассчитается шестеро из них.,3.888888888888889,E,,stimul,357,23.0,dvoje.elect.oni.3sg,dvoje,elect,oni,3sg,Belova_2023_2,4.0
С кредитными долгами рассчитаются все из нас.,3.4444444444444446,L,,stimul,364,23.0,vse.elect.my.3pl,vse,elect,my,3pl,Belova_2023_2,3.0
С кредитными долгами рассчитаются все из них.,4.333333333333333,M,,stimul,365,23.0,vse.elect.oni.3pl,vse,elect,oni,3pl,Belova_2023_2,4.0
С кредитными долгами рассчитаются мы все.,2.571428571428572,O,,stimul,367,23.0,vse.nom.my.3pl,vse,nom,my,3pl,Belova_2023_2,3.0
С кредитными долгами рассчитаются мы шестеро.,2.0,G,,stimul,359,23.0,dvoje.nom.my.3pl,dvoje,nom,my,3pl,Belova_2023_2,2.0
С кредитными долгами рассчитаются они все.,4.125,P,,stimul,368,23.0,vse.oni.nom.3pl,vse,oni,nom,3pl,Belova_2023_2,4.0
С кредитными долгами рассчитаются они шестеро.,2.555555555555556,I,,stimul,361,23.0,dvoje.nom.oni.3pl,dvoje,nom,oni,3pl,Belova_2023_2,3.0
С кредитными долгами рассчитаются шестеро из нас.,5.555555555555555,B,,stimul,354,23.0,dvoje.elect.my.3pl,dvoje,elect,my,3pl,Belova_2023_2,6.0
С кредитными долгами рассчитаются шестеро из них.,5.555555555555555,D,,stimul,356,23.0,dvoje.elect.oni.3pl,dvoje,elect,oni,3pl,Belova_2023_2,6.0
С нынешних позиций уволимся все из нас.,2.4444444444444446,K,,stimul,283,18.0,vse.elect.my.1pl,vse,elect,my,1pl,Belova_2023_2,2.0
С нынешних позиций уволимся мы все.,3.625,N,,stimul,286,18.0,vse.nom.my.1pl,vse,nom,my,1pl,Belova_2023_2,4.0
С нынешних позиций уволимся мы семеро.,4.125,F,,stimul,278,18.0,dvoje.nom.my.1pl,dvoje,nom,my,1pl,Belova_2023_2,4.0
С нынешних позиций уволимся семеро из нас.,2.0,A,,stimul,273,18.0,dvoje.elect.my.1pl,dvoje,elect,my,1pl,Belova_2023_2,2.0
С нынешних позиций уволится мы семеро.,1.875,H,,stimul,280,18.0,dvoje.nom.my.3sg,dvoje,nom,my,3sg,Belova_2023_2,2.0
С нынешних позиций уволится они семеро.,2.111111111111111,J,,stimul,282,18.0,dvoje.nom.oni.3sg,dvoje,nom,oni,3sg,Belova_2023_2,2.0
С нынешних позиций уволится семеро из нас.,5.666666666666667,C,,stimul,275,18.0,dvoje.elect.my.3sg,dvoje,elect,my,3sg,Belova_2023_2,6.0
С нынешних позиций уволится семеро из них.,4.222222222222222,E,,stimul,277,18.0,dvoje.elect.oni.3sg,dvoje,elect,oni,3sg,Belova_2023_2,4.0
С нынешних позиций уволятся все из нас.,3.375,L,,stimul,284,18.0,vse.elect.my.3pl,vse,elect,my,3pl,Belova_2023_2,3.0
С нынешних позиций уволятся все из них.,3.0,M,,stimul,285,18.0,vse.elect.oni.3pl,vse,elect,oni,3pl,Belova_2023_2,3.0
С нынешних позиций уволятся мы все.,2.2857142857142856,O,,stimul,287,18.0,vse.nom.my.3pl,vse,nom,my,3pl,Belova_2023_2,2.0
С нынешних позиций уволятся мы семеро.,2.2,G,,stimul,279,18.0,dvoje.nom.my.3pl,dvoje,nom,my,3pl,Belova_2023_2,2.0
С нынешних позиций уволятся они все.,4.111111111111111,P,,stimul,288,18.0,vse.oni.nom.3pl,vse,oni,nom,3pl,Belova_2023_2,4.0
С нынешних позиций уволятся они семеро.,2.6666666666666665,I,,stimul,281,18.0,dvoje.nom.oni.3pl,dvoje,nom,oni,3pl,Belova_2023_2,3.0
С нынешних позиций уволятся семеро из нас.,5.444444444444445,B,,stimul,274,18.0,dvoje.elect.my.3pl,dvoje,elect,my,3pl,Belova_2023_2,5.0
С нынешних позиций уволятся семеро из них.,4.777777777777778,D,,stimul,276,18.0,dvoje.elect.oni.3pl,dvoje,elect,oni,3pl,Belova_2023_2,5.0
С очевидцами аварии побеседуем все из нас.,2.4444444444444446,K,,stimul,539,34.0,vse.elect.my.1pl,vse,elect,my,1pl,Belova_2023_2,2.0
С очевидцами аварии побеседуем мы все.,4.125,N,,stimul,542,34.0,vse.nom.my.1pl,vse,nom,my,1pl,Belova_2023_2,4.0
С очевидцами аварии побеседуем мы пятеро.,4.0,F,,stimul,534,34.0,dvoje.nom.my.1pl,dvoje,nom,my,1pl,Belova_2023_2,4.0
С очевидцами аварии побеседуем пятеро из нас.,2.4444444444444446,A,,stimul,529,34.0,dvoje.elect.my.1pl,dvoje,elect,my,1pl,Belova_2023_2,2.0
