experiment,sentence,response,response_round,subtype,type,lexicalization,sentence_id,conjuncts,agreement,conjunction,order
Davidjuk_2023,Саша или я отнесу это тяжёлое ведро.,5.1,5.0,coordination,stimul,32,249,noun_I,1sg,or,SV
Davidjuk_2023,Данила и я найдёт верный ответ.,2.9,3.0,coordination,stimul,20,155,noun_I,3sg,and,SV
Davidjuk_2023,"Или я, или Саша отнесут это тяжёлое ведро.",3.111111111111111,3.0,coordination,stimul,32,256,I_noun,3pl,or_or,SV
Davidjuk_2023,"И я, и Петя нарисуют подробную схему.",2.7,3.0,coordination,stimul,1,8,I_noun,3pl,and_and,SV
Davidjuk_2023,"И я, и Боря подготовлю промежуточный отчёт.",2.111111111111111,2.0,coordination,stimul,21,165,I_noun,1sg,and_and,SV
Davidjuk_2023,Вася или я проведут это экстренное совещание.,3.5,4.0,coordination,stimul,1,4,noun_I,3pl,or,SV
Davidjuk_2023,"И я, и Миша сдаст вступительный экзамен.",2.6,3.0,coordination,stimul,8,63,I_noun,3sg,and_and,SV
Davidjuk_2023,"И Кирилл, и я прополем капустную грядку.",5.5,6.0,coordination,stimul,24,190,noun_I,1pl,and_and,SV
Davidjuk_2023,Данила и я найду верный ответ.,3.3,3.0,coordination,stimul,20,153,noun_I,1sg,and,SV
Davidjuk_2023,Я или Ваня отправят это заказное письмо.,3.3,3.0,coordination,stimul,18,140,I_noun,3pl,or,SV
Davidjuk_2023,Я и Олег уточню необходимую информацию.,1.8,2.0,coordination,stimul,14,105,I_noun,1sg,and,SV
Davidjuk_2023,Стёпа или я исполнит эту оперную арию.,3.6,4.0,coordination,stimul,4,27,noun_I,3sg,or,SV
Davidjuk_2023,Я и Данила найду верный ответ.,1.9,2.0,coordination,stimul,20,153,I_noun,1sg,and,SV
Davidjuk_2023,"И я, и Андрей увидит кукольный спектакль.",1.9,2.0,coordination,stimul,4,31,I_noun,3sg,and_and,SV
Davidjuk_2023,Я или Вадим соберём этот нужный материал.,4.666666666666667,5.0,coordination,stimul,9,66,I_noun,1pl,or,SV
Davidjuk_2023,"Или Егор, или я прочитаем эту вводную лекцию.",5.3,5.0,coordination,stimul,6,46,noun_I,1pl,or_or,SV
Davidjuk_2023,Саша или я отнесут это тяжёлое ведро.,2.6,3.0,coordination,stimul,32,252,noun_I,3pl,or,SV
Davidjuk_2023,"И я, и Данила найдём верный ответ.",5.444444444444445,5.0,coordination,stimul,20,158,I_noun,1pl,and_and,SV
Davidjuk_2023,"И я, и Максим прогуляют последний урок.",3.3,3.0,coordination,stimul,32,256,I_noun,3pl,and_and,SV
Davidjuk_2023,Лёва оформит деловой договор.,6.440251572327044,6.0,good,filler,33,270,,,,
Davidjuk_2023,"И я, и Дима послушают праздничный концерт.",2.4,2.0,coordination,stimul,17,136,I_noun,3pl,and_and,SV
Davidjuk_2023,"И Вася, и я посмотрят документальный фильм.",3.3,3.0,coordination,stimul,2,16,noun_I,3pl,and_and,SV
Davidjuk_2023,Егор и я прочитаю вводную лекцию.,1.4444444444444444,1.0,coordination,stimul,18,137,noun_I,1sg,and,SV
Davidjuk_2023,Я и Никита внесу небольшой аванс.,3.0,3.0,coordination,stimul,31,241,I_noun,1sg,and,SV
Davidjuk_2023,Я или Андрей увидим этот кукольный спектакль.,4.7,5.0,coordination,stimul,2,10,I_noun,1pl,or,SV
Davidjuk_2023,Илья или я выполню это срочное задание.,4.0,4.0,coordination,stimul,7,49,noun_I,1sg,or,SV
Davidjuk_2023,Вася починит телевизор и радио.,6.316455696202532,6.0,good,filler,33,265,,,,
Davidjuk_2023,"И я, и Никита внесёт небольшой аванс.",2.6,3.0,coordination,stimul,31,247,I_noun,3sg,and_and,SV
Davidjuk_2023,Я или Паша посетит этот научный семинар.,2.6,3.0,coordination,stimul,16,123,I_noun,3sg,or,SV
Davidjuk_2023,"И Ваня, и я возьму краткосрочный отпуск.",1.4444444444444444,1.0,coordination,stimul,6,45,noun_I,1sg,and_and,SV
Davidjuk_2023,"Или Лёва, или я решим эту сложную задачу.",5.2,5.0,coordination,stimul,11,86,noun_I,1pl,or_or,SV
Davidjuk_2023,"Или я, или Юра устроят этот детский праздник.",3.5,4.0,coordination,stimul,12,96,I_noun,3pl,or_or,SV
Davidjuk_2023,"Или Андрей, или я увидит этот кукольный спектакль.",3.3,3.0,coordination,stimul,2,15,noun_I,3sg,or_or,SV
Davidjuk_2023,Миша и я сдаст вступительный экзамен.,1.7,2.0,coordination,stimul,8,59,noun_I,3sg,and,SV
Davidjuk_2023,"И я, и Игорь совершит далёкое путешествие.",1.8,2.0,coordination,stimul,28,223,I_noun,3sg,and_and,SV
Davidjuk_2023,Боря или я закончат эту шахматную партию.,2.8181818181818183,3.0,coordination,stimul,27,212,noun_I,3pl,or,SV
Davidjuk_2023,Я и Стёпа попробует яблочный пирог.,2.3,2.0,coordination,stimul,9,67,I_noun,3sg,and,SV
Davidjuk_2023,Я и Никита попросим дополнительный отгул.,6.2,6.0,coordination,stimul,10,74,I_noun,1pl,and,SV
Davidjuk_2023,Я и Стёпа попробуем яблочный пирог.,6.4,6.0,coordination,stimul,9,66,I_noun,1pl,and,SV
Davidjuk_2023,"Или Вадим, или я соберут этот нужный материал.",2.9,3.0,coordination,stimul,9,72,noun_I,3pl,or_or,SV
Davidjuk_2023,"Или я, или Боря закончу эту шахматную партию.",2.7,3.0,coordination,stimul,27,213,I_noun,1sg,or_or,SV
Davidjuk_2023,Я и Петя нарисуем подробную схему.,6.0,6.0,coordination,stimul,1,2,I_noun,1pl,and,SV
Davidjuk_2023,Митя приготовит этот сытный суп.,6.372670807453416,6.0,good,filler,33,260,,,,
Davidjuk_2023,Ваня или я отправят это заказное письмо.,3.0,3.0,coordination,stimul,18,140,noun_I,3pl,or,SV
Davidjuk_2023,"И Денис, и я пропустим финальный матч.",5.8,6.0,coordination,stimul,12,94,noun_I,1pl,and_and,SV
Davidjuk_2023,"И Стёпа, и я попробуем яблочный пирог.",3.5,4.0,coordination,stimul,9,70,noun_I,1pl,and_and,SV
Davidjuk_2023,Я или Стёпа исполним эту оперную арию.,4.7,5.0,coordination,stimul,4,26,I_noun,1pl,or,SV
Davidjuk_2023,Я или Петя поднимем этот важный вопрос.,4.4,4.0,coordination,stimul,15,114,I_noun,1pl,or,SV
Davidjuk_2023,Я и Егор прочитаем вводную лекцию.,5.5,6.0,coordination,stimul,18,138,I_noun,1pl,and,SV
Davidjuk_2023,Я или Дима послушают это голосовое сообщение.,3.1,3.0,coordination,stimul,5,36,I_noun,3pl,or,SV
Davidjuk_2023,"И Вова, и я спою весёлую песню.",1.7,2.0,coordination,stimul,7,53,noun_I,1sg,and_and,SV
Davidjuk_2023,"Или я, или Слава купим эту известную картину.",4.5,4.0,coordination,stimul,19,150,I_noun,1pl,or_or,SV
Davidjuk_2023,Илья или я выполним это срочное задание.,6.0,6.0,coordination,stimul,7,50,noun_I,1pl,or,SV
Davidjuk_2023,"И я, и Вова споют весёлую песню.",2.7,3.0,coordination,stimul,7,56,I_noun,3pl,and_and,SV
Davidjuk_2023,"Или я, или Олег подпишут это деловое соглашение.",2.8,3.0,coordination,stimul,17,136,I_noun,3pl,or_or,SV
Davidjuk_2023,Костя или я расскажет эту интересную историю.,3.6666666666666665,4.0,coordination,stimul,8,59,noun_I,3sg,or,SV
Davidjuk_2023,Максим и я прогуляю последний урок.,2.7,3.0,coordination,stimul,32,249,noun_I,1sg,and,SV
Davidjuk_2023,"Или я, или Гриша переведёт эту английскую фразу.",3.4,3.0,coordination,stimul,25,199,I_noun,3sg,or_or,SV
Davidjuk_2023,Я и Данила найдут верный ответ.,3.3,3.0,coordination,stimul,20,156,I_noun,3pl,and,SV
Davidjuk_2023,Боря и я подготовлю промежуточный отчёт.,3.2222222222222223,3.0,coordination,stimul,21,161,noun_I,1sg,and,SV
Davidjuk_2023,Егор или я прочитает эту вводную лекцию.,5.4,5.0,coordination,stimul,6,43,noun_I,3sg,or,SV
Davidjuk_2023,"И я, и Илья выполним срочное поручение.",5.1,5.0,coordination,stimul,19,150,I_noun,1pl,and_and,SV
Davidjuk_2023,"И Юра, и я устрою детский праздник.",2.9,3.0,coordination,stimul,26,205,noun_I,1sg,and_and,SV
Davidjuk_2023,Я или Гена раскроем это подлое преступление.,5.1,5.0,coordination,stimul,23,178,I_noun,1pl,or,SV
Davidjuk_2023,Я или Юра устрою этот детский праздник.,4.2,4.0,coordination,stimul,12,89,I_noun,1sg,or,SV
Davidjuk_2023,"И Игорь, и я совершу далёкое путешествие.",3.1,3.0,coordination,stimul,28,221,noun_I,1sg,and_and,SV
Davidjuk_2023,Дима и я послушаю праздничный концерт.,2.5,2.0,coordination,stimul,17,129,noun_I,1sg,and,SV
Davidjuk_2023,Я или Федя выиграет этот теннисный турнир.,3.6,4.0,coordination,stimul,26,203,I_noun,3sg,or,SV
Davidjuk_2023,Паша и я посетят исторический музей.,3.3,3.0,coordination,stimul,11,84,noun_I,3pl,and,SV
Davidjuk_2023,"Или я, или Митя составим этот длинный список.",4.1,4.0,coordination,stimul,29,230,I_noun,1pl,or_or,SV
Davidjuk_2023,"И Дима, и я послушает праздничный концерт.",1.8,2.0,coordination,stimul,17,135,noun_I,3sg,and_and,SV
Davidjuk_2023,"И я, и Гриша сыграют шахматную партию.",2.6,3.0,coordination,stimul,29,232,I_noun,3pl,and_and,SV
Davidjuk_2023,Я и Игорь совершит далёкое путешествие.,2.1,2.0,coordination,stimul,28,219,I_noun,3sg,and,SV
Davidjuk_2023,Я и Кирилл прополют капустную грядку.,2.5,2.0,coordination,stimul,24,188,I_noun,3pl,and,SV
Davidjuk_2023,Я или Гриша переведут эту английскую фразу.,3.7,4.0,coordination,stimul,25,196,I_noun,3pl,or,SV
Davidjuk_2023,Я или Вадим соберут этот нужный материал.,4.2,4.0,coordination,stimul,9,68,I_noun,3pl,or,SV
Davidjuk_2023,Я и Боря подготовим промежуточный отчёт.,4.9,5.0,coordination,stimul,21,162,I_noun,1pl,and,SV
Davidjuk_2023,"Или Стёпа, или я исполнят эту оперную арию.",3.9,4.0,coordination,stimul,4,32,noun_I,3pl,or_or,SV
Davidjuk_2023,"И я, и Слава получит двойную зарплату.",2.7,3.0,coordination,stimul,5,39,I_noun,3sg,and_and,SV
Davidjuk_2023,Вася или я проведу это экстренное совещание.,3.1,3.0,coordination,stimul,1,1,noun_I,1sg,or,SV
Davidjuk_2023,"Или Максим, или я приобретёт этот старинный дом.",3.5,4.0,coordination,stimul,22,175,noun_I,3sg,or_or,SV
Davidjuk_2023,"И Вова, и я споёт весёлую песню.",2.2,2.0,coordination,stimul,7,55,noun_I,3sg,and_and,SV
Davidjuk_2023,Я и Яша приготовят вкусный обед.,2.375,2.0,coordination,stimul,30,236,I_noun,3pl,and,SV
Davidjuk_2023,"И Данила, и я найду верный ответ.",3.3,3.0,coordination,stimul,20,157,noun_I,1sg,and_and,SV
Davidjuk_2023,Боря и я подготовит промежуточный отчёт.,2.1,2.0,coordination,stimul,21,163,noun_I,3sg,and,SV
Davidjuk_2023,"Или Слава, или я купит эту известную картину.",2.3,2.0,coordination,stimul,19,151,noun_I,3sg,or_or,SV
Davidjuk_2023,Вася или я проведёт это экстренное совещание.,2.5,2.0,coordination,stimul,1,3,noun_I,3sg,or,SV
Davidjuk_2023,"И Илья, и я выполним срочное поручение.",4.7,5.0,coordination,stimul,19,150,noun_I,1pl,and_and,SV
Davidjuk_2023,Я или Влад покрашу этот новый забор.,2.1,2.0,coordination,stimul,21,161,I_noun,1sg,or,SV
Davidjuk_2023,"Или Стёпа, или я исполнит эту оперную арию.",3.7777777777777777,4.0,coordination,stimul,4,31,noun_I,3sg,or_or,SV
Davidjuk_2023,Слава и я получит двойную зарплату.,2.2,2.0,coordination,stimul,5,35,noun_I,3sg,and,SV
Davidjuk_2023,Я или Никита побелю этот высокий потолок.,3.0,3.0,coordination,stimul,20,153,I_noun,1sg,or,SV
Davidjuk_2023,"Или Митя, или я составят этот длинный список.",3.1,3.0,coordination,stimul,29,232,noun_I,3pl,or_or,SV
Davidjuk_2023,"И я, и Влад покажет короткую дорогу.",2.2,2.0,coordination,stimul,13,103,I_noun,3sg,and_and,SV
Davidjuk_2023,Я и Вадим соберёт нужный материал.,2.333333333333333,2.0,coordination,stimul,23,179,I_noun,3sg,and,SV
Davidjuk_2023,Олег или я подпишет это деловое соглашение.,2.4,2.0,coordination,stimul,17,131,noun_I,3sg,or,SV
Davidjuk_2023,"И Никита, и я попросит дополнительный отгул.",2.7777777777777777,3.0,coordination,stimul,10,79,noun_I,3sg,and_and,SV
Davidjuk_2023,Вадим и я соберёт нужный материал.,2.5,2.0,coordination,stimul,23,179,noun_I,3sg,and,SV
Davidjuk_2023,Я и Миша сдадим вступительный экзамен.,4.777777777777778,5.0,coordination,stimul,8,58,I_noun,1pl,and,SV
Davidjuk_2023,"Или Гриша, или я переведём эту английскую фразу.",4.181818181818182,4.0,coordination,stimul,25,198,noun_I,1pl,or_or,SV
Davidjuk_2023,Я или Слава купят эту известную картину.,3.2,3.0,coordination,stimul,19,148,I_noun,3pl,or,SV
Davidjuk_2023,"И я, и Паша посетят исторический музей.",2.3,2.0,coordination,stimul,11,88,I_noun,3pl,and_and,SV
Davidjuk_2023,"И Олег, и я уточнит необходимую информацию.",2.9,3.0,coordination,stimul,14,111,noun_I,3sg,and_and,SV
Davidjuk_2023,Ваня или я отправлю это заказное письмо.,3.7,4.0,coordination,stimul,18,137,noun_I,1sg,or,SV
Davidjuk_2023,Кеша заправит этот грузовую автомобиль.,2.571428571428572,3.0,bad,filler,33,286,,,,
Davidjuk_2023,Я или Юра устроят этот детский праздник.,4.1,4.0,coordination,stimul,12,92,I_noun,3pl,or,SV
Davidjuk_2023,"И я, и Стёпа попробуем яблочный пирог.",5.3,5.0,coordination,stimul,9,70,I_noun,1pl,and_and,SV
Davidjuk_2023,"Или Лёва, или я решат эту сложную задачу.",3.4444444444444446,3.0,coordination,stimul,11,88,noun_I,3pl,or_or,SV
Davidjuk_2023,Я или Яша закажем этот дорогой десерт.,4.9,5.0,coordination,stimul,24,186,I_noun,1pl,or,SV
Davidjuk_2023,Костя или я расскажут эту интересную историю.,3.0,3.0,coordination,stimul,8,60,noun_I,3pl,or,SV
Davidjuk_2023,Я или Гоша начнём этот непростой разговор.,5.6,6.0,coordination,stimul,28,218,I_noun,1pl,or,SV
Davidjuk_2023,Я или Миша исправит эту случайную ошибку.,5.0,5.0,coordination,stimul,31,243,I_noun,3sg,or,SV
Davidjuk_2023,Я и Влад покажет короткую дорогу.,3.0,3.0,coordination,stimul,13,99,I_noun,3sg,and,SV
Davidjuk_2023,"И Илья, и я выполнят срочное поручение.",2.3,2.0,coordination,stimul,19,152,noun_I,3pl,and_and,SV
Davidjuk_2023,Я или Гриша переведёт эту английскую фразу.,4.0,4.0,coordination,stimul,25,195,I_noun,3sg,or,SV
Davidjuk_2023,Я или Игорь совершим это далёкое путешествие.,4.7,5.0,coordination,stimul,13,98,I_noun,1pl,or,SV
Davidjuk_2023,"Или Петя, или я подниму этот важный вопрос.",3.6,4.0,coordination,stimul,15,117,noun_I,1sg,or_or,SV
Davidjuk_2023,Я или Яша закажет этот дорогой десерт.,2.3,2.0,coordination,stimul,24,187,I_noun,3sg,or,SV
Davidjuk_2023,Я или Влад покрасят этот новый забор.,2.8,3.0,coordination,stimul,21,164,I_noun,3pl,or,SV
Davidjuk_2023,"Или я, или Игорь совершим это далёкое путешествие.",3.8,4.0,coordination,stimul,13,102,I_noun,1pl,or_or,SV
Davidjuk_2023,"И Володя, и я приобретём ценный опыт.",5.5,6.0,coordination,stimul,16,126,noun_I,1pl,and_and,SV
Davidjuk_2023,Костя и я расскажем интересную историю.,4.8,5.0,coordination,stimul,22,170,noun_I,1pl,and,SV
Davidjuk_2023,Я или Митя составит этот длинный список.,3.6,4.0,coordination,stimul,29,227,I_noun,3sg,or,SV
Davidjuk_2023,"И Гена, и я продолжат заочное обучение.",2.9,3.0,coordination,stimul,15,120,noun_I,3pl,and_and,SV
Davidjuk_2023,Максим и я прогуляют последний урок.,2.8,3.0,coordination,stimul,32,252,noun_I,3pl,and,SV
Davidjuk_2023,Юра и я устроим детский праздник.,6.2,6.0,coordination,stimul,26,202,noun_I,1pl,and,SV
Davidjuk_2023,"И Влад, и я покажу короткую дорогу.",2.4,2.0,coordination,stimul,13,101,noun_I,1sg,and_and,SV
Davidjuk_2023,Слава и я получу двойную зарплату.,2.8,3.0,coordination,stimul,5,33,noun_I,1sg,and,SV
Davidjuk_2023,Федя или я выиграю этот теннисный турнир.,4.3,4.0,coordination,stimul,26,201,noun_I,1sg,or,SV
Davidjuk_2023,Я и Егор прочитаю вводную лекцию.,2.7,3.0,coordination,stimul,18,137,I_noun,1sg,and,SV
Davidjuk_2023,Денис или Илья нарушим эти строгие сроки.,2.94375,3.0,bad,filler,33,277,,,,
Davidjuk_2023,"И Никита, и я попросят дополнительный отгул.",3.7777777777777777,4.0,coordination,stimul,10,80,noun_I,3pl,and_and,SV
Davidjuk_2023,Я и Никита попрошу дополнительный отгул.,3.3,3.0,coordination,stimul,10,73,I_noun,1sg,and,SV
Davidjuk_2023,Данила и я найдут верный ответ.,1.9,2.0,coordination,stimul,20,156,noun_I,3pl,and,SV
Davidjuk_2023,"Или Влад, или я покрашу этот новый забор.",2.7,3.0,coordination,stimul,21,165,noun_I,1sg,or_or,SV
Davidjuk_2023,"Или Влад, или я покрасит этот новый забор.",3.0,3.0,coordination,stimul,21,167,noun_I,3sg,or_or,SV
Davidjuk_2023,Я и Дима послушаем праздничный концерт.,6.2,6.0,coordination,stimul,17,130,I_noun,1pl,and,SV
Davidjuk_2023,"Или я, или Кирилл прополем эту капустную грядку.",4.7,5.0,coordination,stimul,10,78,I_noun,1pl,or_or,SV
Davidjuk_2023,Я и Максим сделаю домашнее задание.,2.0,2.0,coordination,stimul,3,17,I_noun,1sg,and,SV
Davidjuk_2023,Кирилл и я прополет капустную грядку.,2.2,2.0,coordination,stimul,24,187,noun_I,3sg,and,SV
Davidjuk_2023,Дима или я послушает это голосовое сообщение.,2.1,2.0,coordination,stimul,5,35,noun_I,3sg,or,SV
Davidjuk_2023,"Витя пропустит или репетицию, или концерт.",5.234177215189874,5.0,good,filler,33,268,,,,
Davidjuk_2023,"И Влад, и я покажет короткую дорогу.",2.2,2.0,coordination,stimul,13,103,noun_I,3sg,and_and,SV
Davidjuk_2023,"Или Боря, или я закончим эту шахматную партию.",5.3,5.0,coordination,stimul,27,214,noun_I,1pl,or_or,SV
Davidjuk_2023,Яша и я приготовлю вкусный обед.,2.9,3.0,coordination,stimul,30,233,noun_I,1sg,and,SV
Davidjuk_2023,"И Лёва, и я решу сложную задачу.",3.9,4.0,coordination,stimul,25,197,noun_I,1sg,and_and,SV
Davidjuk_2023,Илья и я выполним срочное поручение.,5.0,5.0,coordination,stimul,19,146,noun_I,1pl,and,SV
Davidjuk_2023,Я или Вова споёт эту весёлую песню.,3.1,3.0,coordination,stimul,3,19,I_noun,3sg,or,SV
Davidjuk_2023,Я и Илья выполню срочное поручение.,2.0,2.0,coordination,stimul,19,145,I_noun,1sg,and,SV
Davidjuk_2023,Андрей или я увижу этот кукольный спектакль.,3.2,3.0,coordination,stimul,2,9,noun_I,1sg,or,SV
Davidjuk_2023,Я и Слава получу двойную зарплату.,2.7777777777777777,3.0,coordination,stimul,5,33,I_noun,1sg,and,SV
Davidjuk_2023,Ваня или я отправит это заказное письмо.,3.6,4.0,coordination,stimul,18,139,noun_I,3sg,or,SV
Davidjuk_2023,"Или Илья, или я выполнит это срочное задание.",2.9,3.0,coordination,stimul,7,55,noun_I,3sg,or_or,SV
Davidjuk_2023,"Или я, или Юра устроит этот детский праздник.",2.8,3.0,coordination,stimul,12,95,I_noun,3sg,or_or,SV
Davidjuk_2023,"И Юра, и я устроим детский праздник.",4.9,5.0,coordination,stimul,26,206,noun_I,1pl,and_and,SV
Davidjuk_2023,"И я, и Данила найдут верный ответ.",2.6666666666666665,3.0,coordination,stimul,20,160,I_noun,3pl,and_and,SV
Davidjuk_2023,Я и Денис пропустим финальный матч.,4.6,5.0,coordination,stimul,12,90,I_noun,1pl,and,SV
Davidjuk_2023,"Или я, или Дима послушает это голосовое сообщение.",3.6,4.0,coordination,stimul,5,39,I_noun,3sg,or_or,SV
Davidjuk_2023,"Или я, или Олег подпишет это деловое соглашение.",3.6,4.0,coordination,stimul,17,135,I_noun,3sg,or_or,SV
Davidjuk_2023,Я и Андрей увидим кукольный спектакль.,4.8,5.0,coordination,stimul,4,26,I_noun,1pl,and,SV
Davidjuk_2023,Я и Ваня возьму краткосрочный отпуск.,2.6,3.0,coordination,stimul,6,41,I_noun,1sg,and,SV
Davidjuk_2023,Я и Андрей увидят кукольный спектакль.,4.0,4.0,coordination,stimul,4,28,I_noun,3pl,and,SV
Davidjuk_2023,"И я, и Андрей увидим кукольный спектакль.",5.666666666666667,6.0,coordination,stimul,4,30,I_noun,1pl,and_and,SV
Davidjuk_2023,"Или я, или Миша исправим эту случайную ошибку.",5.666666666666667,6.0,coordination,stimul,31,246,I_noun,1pl,or_or,SV
Davidjuk_2023,"И я, и Гена продолжу заочное обучение.",2.5,2.0,coordination,stimul,15,117,I_noun,1sg,and_and,SV
Davidjuk_2023,"Или Вася, или я проведу это экстренное совещание.",4.0,4.0,coordination,stimul,1,5,noun_I,1sg,or_or,SV
Davidjuk_2023,"И Влад, и я покажем короткую дорогу.",4.333333333333333,4.0,coordination,stimul,13,102,noun_I,1pl,and_and,SV
Davidjuk_2023,Я и Никита внесём небольшой аванс.,5.1,5.0,coordination,stimul,31,242,I_noun,1pl,and,SV
Davidjuk_2023,Петя или я поднимут этот важный вопрос.,3.555555555555556,4.0,coordination,stimul,15,116,noun_I,3pl,or,SV
Davidjuk_2023,"Или я, или Слава куплю эту известную картину.",2.6,3.0,coordination,stimul,19,149,I_noun,1sg,or_or,SV
Davidjuk_2023,Я или Никита побелят этот высокий потолок.,3.5,4.0,coordination,stimul,20,156,I_noun,3pl,or,SV
Davidjuk_2023,"Или я, или Влад покрасим этот новый забор.",4.8,5.0,coordination,stimul,21,166,I_noun,1pl,or_or,SV
Davidjuk_2023,Я и Никита попросит дополнительный отгул.,3.2,3.0,coordination,stimul,10,75,I_noun,3sg,and,SV
Davidjuk_2023,"Или Никита, или я внесёт этот небольшой аванс.",3.2,3.0,coordination,stimul,14,111,noun_I,3sg,or_or,SV
Davidjuk_2023,Максим или я приобрету этот старинный дом.,2.727272727272727,3.0,coordination,stimul,22,169,noun_I,1sg,or,SV
Davidjuk_2023,"И Вася, и я посмотрит документальный фильм.",3.7,4.0,coordination,stimul,2,15,noun_I,3sg,and_and,SV
Davidjuk_2023,"И Вася, и я посмотрим документальный фильм.",4.5,4.0,coordination,stimul,2,14,noun_I,1pl,and_and,SV
Davidjuk_2023,Я и Вова споём весёлую песню.,5.6,6.0,coordination,stimul,7,50,I_noun,1pl,and,SV
Davidjuk_2023,"И я, и Максим сделают домашнее задание.",2.2,2.0,coordination,stimul,3,24,I_noun,3pl,and_and,SV
Davidjuk_2023,Я или Боря закончим эту шахматную партию.,5.8,6.0,coordination,stimul,27,210,I_noun,1pl,or,SV
Davidjuk_2023,Я или Лёва решит эту сложную задачу.,3.2,3.0,coordination,stimul,11,83,I_noun,3sg,or,SV
Davidjuk_2023,Илья и я выполнит срочное поручение.,2.4,2.0,coordination,stimul,19,147,noun_I,3sg,and,SV
Davidjuk_2023,Паша или я посещу этот научный семинар.,3.9,4.0,coordination,stimul,16,121,noun_I,1sg,or,SV
Davidjuk_2023,"И я, и Миша сдам вступительный экзамен.",1.9,2.0,coordination,stimul,8,61,I_noun,1sg,and_and,SV
Davidjuk_2023,"Или Костя, или я расскажут эту интересную историю.",3.9,4.0,coordination,stimul,8,64,noun_I,3pl,or_or,SV
Davidjuk_2023,"И я, и Илья выполнят срочное поручение.",2.8,3.0,coordination,stimul,19,152,I_noun,3pl,and_and,SV
Davidjuk_2023,"И Егор, и я прочитают вводную лекцию.",3.8,4.0,coordination,stimul,18,144,noun_I,3pl,and_and,SV
Davidjuk_2023,Егор и я прочитает вводную лекцию.,2.3,2.0,coordination,stimul,18,139,noun_I,3sg,and,SV
Davidjuk_2023,Я или Гриша переведём эту английскую фразу.,3.2,3.0,coordination,stimul,25,194,I_noun,1pl,or,SV
Davidjuk_2023,"Или я, или Митя составлю этот длинный список.",3.0,3.0,coordination,stimul,29,229,I_noun,1sg,or_or,SV
Davidjuk_2023,"И Ваня, и я возьмут краткосрочный отпуск.",3.3,3.0,coordination,stimul,6,48,noun_I,3pl,and_and,SV
Davidjuk_2023,Никита покрасит входную дверь.,6.213836477987422,6.0,good,filler,33,260,,,,
Davidjuk_2023,Я или Федя выиграю этот теннисный турнир.,2.1,2.0,coordination,stimul,26,201,I_noun,1sg,or,SV
Davidjuk_2023,"И Кирилл, и я прополю капустную грядку.",2.8,3.0,coordination,stimul,24,189,noun_I,1sg,and_and,SV
Davidjuk_2023,"Или я, или Митя составят этот длинный список.",3.5,4.0,coordination,stimul,29,232,I_noun,3pl,or_or,SV
Davidjuk_2023,Я и Ваня возьмёт краткосрочный отпуск.,2.8,3.0,coordination,stimul,6,43,I_noun,3sg,and,SV
Davidjuk_2023,"И я, и Вася посмотрит документальный фильм.",2.6,3.0,coordination,stimul,2,15,I_noun,3sg,and_and,SV
Davidjuk_2023,"И я, и Володя приобретёт ценный опыт.",2.0,2.0,coordination,stimul,16,127,I_noun,3sg,and_and,SV
Davidjuk_2023,Я или Ваня отправим это заказное письмо.,4.9,5.0,coordination,stimul,18,138,I_noun,1pl,or,SV
Davidjuk_2023,"Или Андрей, или я увидят этот кукольный спектакль.",3.2,3.0,coordination,stimul,2,16,noun_I,3pl,or_or,SV
Davidjuk_2023,Егор и я прочитаем вводную лекцию.,4.6,5.0,coordination,stimul,18,138,noun_I,1pl,and,SV
Davidjuk_2023,"И Егор, и я прочитаем вводную лекцию.",5.1,5.0,coordination,stimul,18,142,noun_I,1pl,and_and,SV
Davidjuk_2023,"И Костя, и я расскажут интересную историю.",3.8,4.0,coordination,stimul,22,176,noun_I,3pl,and_and,SV
Davidjuk_2023,"Или Гриша, или я переведёт эту английскую фразу.",3.0,3.0,coordination,stimul,25,199,noun_I,3sg,or_or,SV
Davidjuk_2023,Я и Ваня возьмём краткосрочный отпуск.,6.0,6.0,coordination,stimul,6,42,I_noun,1pl,and,SV
Davidjuk_2023,"И Стёпа, и я попробует яблочный пирог.",2.555555555555556,3.0,coordination,stimul,9,71,noun_I,3sg,and_and,SV
Davidjuk_2023,"Или Вася, или я проведут это экстренное совещание.",4.5,4.0,coordination,stimul,1,8,noun_I,3pl,or_or,SV
Davidjuk_2023,Я и Юра устрою детский праздник.,2.7,3.0,coordination,stimul,26,201,I_noun,1sg,and,SV
Davidjuk_2023,Я и Кирилл прополет капустную грядку.,3.2,3.0,coordination,stimul,24,187,I_noun,3sg,and,SV
Davidjuk_2023,Я или Никита внесём этот небольшой аванс.,4.9,5.0,coordination,stimul,14,106,I_noun,1pl,or,SV
Davidjuk_2023,Я и Костя расскажет интересную историю.,2.9,3.0,coordination,stimul,22,171,I_noun,3sg,and,SV
Davidjuk_2023,Я или Максим приобретём этот старинный дом.,4.7,5.0,coordination,stimul,22,170,I_noun,1pl,or,SV
Davidjuk_2023,Егор или я прочитают эту вводную лекцию.,3.9,4.0,coordination,stimul,6,44,noun_I,3pl,or,SV
Davidjuk_2023,"Или я, или Саша отнесёт это тяжёлое ведро.",2.5,2.0,coordination,stimul,32,255,I_noun,3sg,or_or,SV
Davidjuk_2023,"Или Боря, или я закончат эту шахматную партию.",3.6,4.0,coordination,stimul,27,216,noun_I,3pl,or_or,SV
